episode,reward,steps,outcome,env,blocks_placed,timestamp
538,78.8417,147,fell,bridging,3,12:12:38
539,34.9637,173,mission_ended,bridging,4,12:13:10
540,13.8859,173,mission_ended,bridging,0,12:13:41
541,14.3018,173,mission_ended,bridging,0,12:14:13
542,98.4471,164,mission_ended,bridging,4,12:14:44
543,13.8705,173,mission_ended,bridging,0,12:15:16
544,18.9189,121,fell,bridging,0,12:15:40
545,22.3124,22,fell,bridging,0,12:15:48
546,22.7067,167,fell,bridging,0,12:16:20
547,18.6864,19,fell,bridging,0,12:16:27
548,15.9332,51,fell,bridging,0,12:16:40
549,28.1429,17,fell,bridging,0,12:16:47
550,27.5837,137,fell,bridging,0,12:17:14
551,39.8652,173,mission_ended,bridging,1,12:17:46
552,23.9502,104,fell,bridging,0,12:18:09
553,13.1162,173,mission_ended,bridging,0,12:18:40
554,57.0067,134,fell,bridging,1,12:19:07
555,62.417,173,mission_ended,bridging,5,12:19:39
556,83.1448,159,fell,bridging,5,12:20:10
557,22.3882,92,fell,bridging,0,12:20:30
558,14.4414,173,mission_ended,bridging,0,12:21:01
559,37.2071,164,mission_ended,bridging,2,12:21:33
560,13.1384,174,mission_ended,bridging,0,12:22:08
561,31.4353,173,mission_ended,bridging,1,12:22:39
562,77.2664,84,fell,bridging,4,12:22:58
563,25.9491,98,fell,bridging,0,12:23:18
564,14.4767,126,fell,bridging,0,12:23:44
565,14.1363,173,mission_ended,bridging,0,12:24:16
566,20.0329,164,mission_ended,bridging,1,12:24:47
567,13.0547,173,mission_ended,bridging,0,12:25:19
568,15.1861,173,mission_ended,bridging,0,12:25:51
569,15.1305,96,fell,bridging,0,12:26:11
570,23.1482,94,fell,bridging,0,12:26:31
571,69.1461,173,mission_ended,bridging,3,12:27:03
572,13.6133,173,mission_ended,bridging,0,12:27:34
573,30.1008,50,fell,bridging,0,12:27:47
574,15.0657,164,mission_ended,bridging,0,12:28:19
575,18.7766,68,fell,bridging,0,12:28:34
576,15.9307,42,fell,bridging,0,12:28:45
577,32.5019,173,mission_ended,bridging,2,12:29:17
578,79.488,128,fell,bridging,2,12:29:43
579,13.9343,174,mission_ended,bridging,0,12:30:17
580,33.7322,173,mission_ended,bridging,3,12:30:49
581,15.4413,70,fell,bridging,0,12:31:05
582,16.5385,76,fell,bridging,0,12:31:24
583,66.0512,78,fell,bridging,2,12:31:41
584,50.1783,173,mission_ended,bridging,3,12:32:16
585,39.783,156,fell,bridging,1,12:32:46
586,15.5239,23,fell,bridging,0,12:32:54
587,13.6374,148,fell,bridging,0,12:33:24
588,40.4737,39,fell,bridging,0,12:33:34
589,14.9417,131,fell,bridging,0,12:34:01
590,18.2453,80,fell,bridging,0,12:34:19
591,22.6478,75,fell,bridging,0,12:34:35
592,13.8934,164,mission_ended,bridging,0,12:35:10
593,15.0708,135,fell,bridging,0,12:35:37
594,46.9451,173,mission_ended,bridging,2,12:36:09
595,15.7038,38,fell,bridging,0,12:36:20
596,33.0434,47,fell,bridging,0,12:36:32
597,18.4815,126,fell,bridging,0,12:36:57
598,49.3955,163,fell,bridging,1,12:37:28
599,46.3533,173,mission_ended,bridging,2,12:38:00
600,11.5964,43,fell,bridging,0,12:38:11
601,24.9961,165,mission_ended,bridging,2,12:38:46
602,20.174,37,fell,bridging,0,12:38:57
603,14.7373,84,fell,bridging,0,12:39:15
604,14.2546,131,fell,bridging,0,12:39:41
605,14.9577,173,mission_ended,bridging,0,12:40:13
606,64.0541,173,mission_ended,bridging,2,12:40:44
607,13.835,173,mission_ended,bridging,0,12:41:16
608,19.6157,165,mission_ended,bridging,1,12:41:48
609,29.9166,47,fell,bridging,0,12:42:00
610,19.472,52,fell,bridging,0,12:42:13
611,15.5496,101,fell,bridging,0,12:42:34
612,14.1593,173,mission_ended,bridging,0,12:43:09
613,17.9772,121,fell,bridging,0,12:43:33
614,12.3513,173,mission_ended,bridging,0,12:44:05
615,13.3128,174,mission_ended,bridging,0,12:44:40
616,19.7263,111,fell,bridging,1,12:45:03
617,19.8981,163,mission_ended,bridging,1,12:45:35
618,92.1136,173,mission_ended,bridging,3,12:46:06
619,45.4172,174,mission_ended,bridging,2,12:46:41
620,30.5416,162,fell,bridging,0,12:47:12
621,20.9875,119,fell,bridging,0,12:47:37
622,27.6118,162,fell,bridging,0,12:48:08
623,59.9291,139,fell,bridging,2,12:48:38
624,47.5217,71,fell,bridging,1,12:48:54
625,14.5919,121,fell,bridging,0,12:49:18
626,21.7304,85,fell,bridging,0,12:49:37
627,24.7618,17,fell,bridging,0,12:49:44
628,16.1395,14,fell,bridging,0,12:49:50
629,18.2534,130,fell,bridging,0,12:50:16
630,24.6073,173,mission_ended,bridging,2,12:50:48
631,17.3042,37,fell,bridging,0,12:50:58
632,37.1986,143,fell,bridging,1,12:51:27
633,15.3465,66,fell,bridging,0,12:51:42
634,19.033,37,fell,bridging,0,12:51:53
635,14.4515,162,mission_ended,bridging,0,12:52:24
636,52.4435,117,fell,bridging,2,12:52:48
637,60.3298,173,mission_ended,bridging,5,12:53:20
638,18.7844,55,fell,bridging,0,12:53:33
639,37.4865,173,mission_ended,bridging,1,12:54:05
640,13.7232,173,mission_ended,bridging,0,12:54:36
641,13.6898,174,mission_ended,bridging,0,12:55:11
642,19.2101,164,mission_ended,bridging,1,12:55:43
643,15.1076,173,mission_ended,bridging,0,12:56:14
644,14.4343,173,mission_ended,bridging,0,12:56:46
645,19.9077,173,mission_ended,bridging,1,12:57:18
646,14.93,173,mission_ended,bridging,0,12:57:49
647,15.1337,83,fell,bridging,0,12:58:08
648,24.6573,36,fell,bridging,0,12:58:18
649,27.6724,40,fell,bridging,0,12:58:29
650,108.3299,132,fell,bridging,5,12:58:57
651,29.243,52,fell,bridging,0,12:59:10
652,82.937,173,mission_ended,bridging,5,12:59:42
653,23.6469,107,fell,bridging,0,13:00:04
654,14.3794,173,mission_ended,bridging,0,13:00:36
655,14.6651,119,fell,bridging,0,13:01:01
656,13.2146,173,mission_ended,bridging,0,13:01:32
657,14.582,173,mission_ended,bridging,0,13:02:04
658,21.8307,115,fell,bridging,1,13:02:29
659,43.4659,125,fell,bridging,3,13:02:54
660,27.382,97,fell,bridging,0,13:03:15
661,24.0766,104,fell,bridging,0,13:03:37
662,29.5693,59,fell,bridging,0,13:03:51
663,46.4754,82,fell,bridging,1,13:04:09
664,18.3056,105,fell,bridging,0,13:04:31
665,22.8877,98,fell,bridging,0,13:04:52
666,15.2946,45,fell,bridging,0,13:05:03
667,14.1835,173,mission_ended,bridging,0,13:05:35
668,23.8652,107,fell,bridging,0,13:05:59
669,34.5116,35,fell,bridging,0,13:06:09
670,22.5614,65,fell,bridging,0,13:06:24
671,15.0332,173,mission_ended,bridging,0,13:06:56
672,79.2648,134,fell,bridging,3,13:07:23
673,15.6314,173,mission_ended,bridging,1,13:07:55
674,23.5378,24,fell,bridging,0,13:08:03
675,21.5596,22,fell,bridging,0,13:08:10
676,24.2112,97,fell,bridging,0,13:08:31
677,14.5834,173,mission_ended,bridging,0,13:09:03
678,27.0831,150,fell,bridging,0,13:09:34
679,13.4159,173,mission_ended,bridging,0,13:10:05
680,71.5131,80,fell,bridging,3,13:10:23
681,15.5963,145,fell,bridging,0,13:10:52
682,46.5309,173,mission_ended,bridging,2,13:11:23
683,15.3145,108,fell,bridging,0,13:11:46
684,13.4188,173,mission_ended,bridging,0,13:12:17
685,19.4082,91,fell,bridging,0,13:12:37
686,14.9213,103,fell,bridging,0,13:13:00
687,46.3674,173,mission_ended,bridging,2,13:13:32
688,16.5175,143,fell,bridging,0,13:14:00
689,15.1392,58,fell,bridging,0,13:14:14
690,13.8209,173,mission_ended,bridging,0,13:14:46
691,46.5741,173,mission_ended,bridging,2,13:15:17
692,14.6073,124,fell,bridging,0,13:15:43
693,17.3232,63,fell,bridging,0,13:15:58
694,41.6717,165,mission_ended,bridging,1,13:16:29
695,17.731,139,fell,bridging,0,13:16:57
696,19.3824,173,mission_ended,bridging,1,13:17:29
697,24.5365,62,fell,bridging,0,13:17:43
698,22.0084,115,fell,bridging,0,13:18:07
699,13.3527,174,mission_ended,bridging,0,13:18:42
700,15.7389,32,fell,bridging,0,13:18:51
701,22.55,76,fell,bridging,0,13:19:08
702,29.6058,100,fell,bridging,0,13:19:29
703,16.1537,24,fell,bridging,0,13:19:39
704,14.6879,173,mission_ended,bridging,0,13:20:11
705,16.3201,85,fell,bridging,0,13:20:29
706,17.9365,63,fell,bridging,0,13:20:44
707,23.0382,156,fell,bridging,0,13:21:15
708,24.3216,95,fell,bridging,0,13:21:35
709,40.8318,173,mission_ended,bridging,1,13:22:07
710,18.7115,78,fell,bridging,0,13:22:24
711,13.601,174,mission_ended,bridging,0,13:22:59
712,13.0047,160,fell,bridging,0,13:23:30
713,13.9276,173,mission_ended,bridging,0,13:24:02
714,14.3411,173,mission_ended,bridging,0,13:24:33
715,13.649,173,mission_ended,bridging,0,13:25:05
716,23.9722,168,fell,bridging,0,13:25:36
717,14.075,173,mission_ended,bridging,0,13:26:07
718,18.6905,67,fell,bridging,0,13:26:25
719,32.6106,173,mission_ended,bridging,1,13:26:56
720,26.3938,173,mission_ended,bridging,1,13:27:28
721,81.744,173,mission_ended,bridging,5,13:28:03
722,10.4282,173,mission_ended,bridging,0,13:28:34
723,13.5394,173,mission_ended,bridging,0,13:29:06
724,27.6273,32,fell,bridging,0,13:29:15
725,22.3611,15,fell,bridging,0,13:29:22
726,89.3384,164,mission_ended,bridging,6,13:29:54
727,66.3589,173,mission_ended,bridging,3,13:30:25
728,18.3863,92,fell,bridging,0,13:30:45
729,46.6019,91,fell,bridging,1,13:31:05
730,35.445,173,mission_ended,bridging,1,13:31:36
731,15.2326,173,mission_ended,bridging,0,13:32:08
732,25.927,32,fell,bridging,0,13:32:17
733,13.9101,173,mission_ended,bridging,0,13:32:49
734,16.7853,55,fell,bridging,0,13:33:04
735,47.0501,173,mission_ended,bridging,2,13:33:35
736,55.5371,120,fell,bridging,2,13:34:00
737,13.7401,173,mission_ended,bridging,0,13:34:31
738,56.6231,174,mission_ended,bridging,2,13:35:06
739,13.6796,162,fell,bridging,0,13:35:37
740,46.5885,173,mission_ended,bridging,2,13:36:09
741,17.9771,58,fell,bridging,0,13:36:24
742,15.0865,82,fell,bridging,0,13:36:42
743,16.5558,60,fell,bridging,0,13:36:56
744,45.9607,172,fell,bridging,1,13:37:28
745,52.1083,173,mission_ended,bridging,3,13:38:00
746,12.9965,133,fell,bridging,0,13:38:26
747,16.2176,43,fell,bridging,0,13:38:38
748,14.9581,99,fell,bridging,0,13:38:59
749,45.6127,117,fell,bridging,1,13:39:23
750,14.726,94,fell,bridging,0,13:39:43
751,27.9298,106,fell,bridging,0,13:40:05
752,19.5564,173,mission_ended,bridging,1,13:40:37
753,14.062,173,mission_ended,bridging,0,13:41:09
754,14.6071,152,fell,bridging,0,13:41:39
755,39.4969,92,fell,bridging,2,13:41:59
756,14.1341,173,mission_ended,bridging,0,13:42:30
757,19.2169,166,mission_ended,bridging,1,13:43:05
758,13.4442,99,fell,bridging,0,13:43:26
759,93.8608,173,mission_ended,bridging,3,13:43:58
760,13.8516,173,mission_ended,bridging,0,13:44:29
761,16.5761,88,fell,bridging,0,13:44:48
762,15.2764,55,fell,bridging,0,13:45:02
763,13.4826,173,mission_ended,bridging,0,13:45:33
764,20.2238,148,fell,bridging,1,13:46:03
765,14.0303,164,fell,bridging,0,13:46:34
766,46.4151,173,mission_ended,bridging,2,13:47:06
767,17.5268,19,fell,bridging,0,13:47:13
768,13.5716,173,mission_ended,bridging,0,13:47:45
769,16.558,42,fell,bridging,0,13:47:56
770,57.1575,174,mission_ended,bridging,4,13:48:27
771,18.9358,132,fell,bridging,0,13:48:54
772,61.5901,82,fell,bridging,2,13:49:12
773,19.447,169,mission_ended,bridging,1,13:49:45
774,45.025,174,mission_ended,bridging,2,13:50:19
775,26.0295,37,fell,bridging,0,13:50:30
776,16.1778,28,fell,bridging,0,13:50:39
777,44.7407,173,mission_ended,bridging,2,13:51:13
778,14.3133,173,mission_ended,bridging,0,13:51:45
779,14.8413,93,fell,bridging,0,13:52:05
780,14.5938,173,mission_ended,bridging,0,13:52:37
781,14.9638,173,mission_ended,bridging,0,13:53:10
782,22.6915,18,fell,bridging,0,13:53:17
783,13.8017,173,mission_ended,bridging,0,13:53:49
784,14.9466,173,mission_ended,bridging,0,13:54:20
785,28.1297,162,fell,bridging,0,13:54:52
786,18.3811,49,fell,bridging,0,13:55:04
787,13.8953,173,mission_ended,bridging,0,13:55:36
788,31.0251,17,fell,bridging,0,13:55:43
789,26.2909,144,fell,bridging,0,13:56:11
790,41.3677,165,mission_ended,bridging,1,13:56:43
791,12.9751,173,mission_ended,bridging,0,13:57:15
792,27.441,104,fell,bridging,0,13:57:36
793,14.681,34,fell,bridging,0,13:57:46
794,18.9373,173,mission_ended,bridging,0,13:58:18
795,22.9006,87,fell,bridging,0,13:58:37
796,13.5554,173,mission_ended,bridging,0,13:59:09
797,25.2042,24,fell,bridging,0,13:59:17
798,19.1975,170,fell,bridging,0,13:59:48
799,14.8735,165,mission_ended,bridging,0,14:00:20
800,14.1424,134,fell,bridging,0,14:00:47
801,21.3259,109,fell,bridging,0,14:01:09
802,20.9651,55,fell,bridging,0,14:01:23
803,14.0231,173,mission_ended,bridging,0,14:01:54
804,16.4508,26,fell,bridging,0,14:02:03
805,21.1057,57,fell,bridging,0,14:02:16
806,12.7201,173,mission_ended,bridging,0,14:02:48
807,13.8307,168,mission_ended,bridging,0,14:03:21
808,13.8879,173,mission_ended,bridging,0,14:03:52
809,14.2841,121,fell,bridging,0,14:04:17
810,14.2082,156,fell,bridging,0,14:04:48
811,27.1955,15,fell,bridging,0,14:04:55
812,15.1444,107,fell,bridging,0,14:05:17
813,14.2077,173,mission_ended,bridging,0,14:05:49
814,15.4325,57,fell,bridging,0,14:06:02
815,21.0117,105,fell,bridging,0,14:06:24
816,22.0804,70,fell,bridging,0,14:06:40
817,22.552,13,fell,bridging,0,14:06:47
818,21.1913,162,fell,bridging,0,14:07:18
819,13.4237,173,mission_ended,bridging,0,14:07:53
820,13.7475,173,mission_ended,bridging,0,14:08:24
821,12.9387,173,mission_ended,bridging,0,14:08:59
822,21.585,50,fell,bridging,0,14:09:12
823,39.2324,173,mission_ended,bridging,4,14:09:43
824,13.5896,164,mission_ended,bridging,0,14:10:18
825,14.4403,173,mission_ended,bridging,0,14:10:50
826,26.0635,57,fell,bridging,0,14:11:03
827,14.4675,173,mission_ended,bridging,0,14:11:35
828,25.954,173,mission_ended,bridging,1,14:12:06
829,20.9288,82,fell,bridging,0,14:12:25
830,13.7881,173,mission_ended,bridging,0,14:12:59
831,25.0568,173,mission_ended,bridging,2,14:13:31
832,16.3749,165,mission_ended,bridging,0,14:14:03
833,29.1592,173,mission_ended,bridging,2,14:14:37
834,27.153,13,fell,bridging,0,14:14:43
835,12.2752,44,fell,bridging,0,14:14:55
836,16.3113,38,fell,bridging,0,14:15:05
837,16.8126,39,fell,bridging,0,14:15:16
838,26.5407,22,fell,bridging,0,14:15:24
839,27.0004,22,fell,bridging,0,14:15:32
840,13.2026,173,mission_ended,bridging,0,14:16:03
841,20.3001,32,fell,bridging,0,14:16:13
842,14.1173,104,fell,bridging,0,14:16:35
843,16.2987,127,fell,bridging,0,14:17:00
844,29.2048,40,fell,bridging,0,14:17:11
845,15.0798,108,fell,bridging,0,14:17:35
846,15.2485,84,fell,bridging,0,14:17:54
847,27.4086,27,fell,bridging,0,14:18:02
848,21.2608,127,fell,bridging,0,14:18:28
849,22.238,32,fell,bridging,0,14:18:37
850,14.296,173,mission_ended,bridging,0,14:19:09
851,15.799,40,fell,bridging,0,14:19:20
852,29.8722,33,fell,bridging,0,14:19:29
853,15.3386,50,fell,bridging,0,14:19:42
854,25.1815,39,fell,bridging,0,14:19:53
855,30.0712,30,fell,bridging,0,14:20:02
856,15.2175,58,fell,bridging,0,14:20:16
857,14.3002,173,mission_ended,bridging,0,14:20:47
858,16.5933,164,mission_ended,bridging,1,14:21:19
859,13.8403,155,fell,bridging,0,14:21:49
860,15.7292,44,fell,bridging,0,14:22:01
861,26.3607,57,fell,bridging,0,14:22:15
862,16.0219,63,fell,bridging,0,14:22:29
863,45.5072,173,mission_ended,bridging,2,14:23:04
864,15.1261,82,fell,bridging,0,14:23:22
865,19.5715,47,fell,bridging,0,14:23:34
866,22.5382,40,fell,bridging,0,14:23:45
867,15.1394,37,fell,bridging,0,14:23:55
868,19.353,89,fell,bridging,0,14:24:15
869,14.1083,165,mission_ended,bridging,0,14:24:46
870,21.2795,96,fell,bridging,0,14:25:07
871,15.8667,34,fell,bridging,0,14:25:17
872,15.1492,77,fell,bridging,0,14:25:34
873,21.4852,173,mission_ended,bridging,1,14:26:06
874,24.6232,21,fell,bridging,1,14:26:13
875,22.6544,24,fell,bridging,0,14:26:21
876,17.346,31,fell,bridging,1,14:26:31
877,24.3665,72,fell,bridging,0,14:26:47
878,24.6229,71,fell,bridging,1,14:27:03
879,21.4687,44,fell,bridging,0,14:27:15
880,46.3065,174,mission_ended,bridging,2,14:27:47
881,21.9973,75,fell,bridging,0,14:28:03
882,17.9631,25,fell,bridging,0,14:28:12
883,28.4583,71,fell,bridging,0,14:28:28
884,24.4004,141,fell,bridging,0,14:28:57
885,17.0539,43,fell,bridging,0,14:29:09
886,19.2874,34,fell,bridging,0,14:29:19
887,18.5252,35,fell,bridging,0,14:29:29
888,23.099,16,fell,bridging,0,14:29:36
889,23.0562,132,fell,bridging,0,14:30:02
890,23.473,12,fell,bridging,0,14:30:08
891,32.1492,38,fell,bridging,0,14:30:19
892,17.7763,19,fell,bridging,0,14:30:26
893,13.293,173,mission_ended,bridging,0,14:31:01
894,19.6355,139,fell,bridging,0,14:31:29
895,15.5928,57,fell,bridging,0,14:31:43
896,16.7412,43,fell,bridging,0,14:31:54
897,15.5101,74,fell,bridging,0,14:32:11
898,33.8836,55,fell,bridging,0,14:32:24
899,15.9694,29,fell,bridging,0,14:32:33
900,13.5298,164,mission_ended,bridging,0,14:33:05
901,22.9736,75,fell,bridging,0,14:33:22
902,23.3586,13,fell,bridging,1,14:33:28
903,21.6662,76,fell,bridging,0,14:33:45
904,23.8567,63,fell,bridging,0,14:34:00
905,24.3293,14,fell,bridging,0,14:34:06
906,19.1649,34,fell,bridging,0,14:34:16
907,15.1119,83,fell,bridging,0,14:34:34
908,13.1257,173,mission_ended,bridging,0,14:35:06
909,49.4831,145,fell,bridging,1,14:35:34
910,15.8849,55,fell,bridging,0,14:35:48
911,24.9668,61,fell,bridging,0,14:36:02
912,13.7385,166,mission_ended,bridging,0,14:36:37
913,14.457,173,mission_ended,bridging,0,14:37:09
914,23.3311,37,fell,bridging,1,14:37:19
915,25.422,56,fell,bridging,0,14:37:32
916,21.1575,16,fell,bridging,0,14:37:39
917,23.1878,22,fell,bridging,0,14:37:47
918,45.4371,49,fell,bridging,1,14:37:59
919,23.8102,56,fell,bridging,0,14:38:13
920,27.0397,19,fell,bridging,0,14:38:20
921,26.2917,40,fell,bridging,0,14:38:31
922,15.1211,169,fell,bridging,0,14:39:02
923,20.1374,18,fell,bridging,0,14:39:09
924,37.1445,41,fell,bridging,0,14:39:21
925,15.645,50,fell,bridging,0,14:39:33
926,26.2892,86,fell,bridging,0,14:39:52
927,25.5213,62,fell,bridging,0,14:40:07
928,13.6803,160,fell,bridging,0,14:40:38
929,16.6325,29,fell,bridging,0,14:40:47
930,24.6362,20,fell,bridging,0,14:40:54
931,24.7748,24,fell,bridging,0,14:41:02
932,15.3317,30,fell,bridging,0,14:41:12
933,22.5559,31,fell,bridging,0,14:41:21
934,26.0127,78,fell,bridging,0,14:41:38
935,24.6836,38,fell,bridging,0,14:41:49
936,27.2853,10,fell,bridging,0,14:41:55
937,53.5668,99,fell,bridging,2,14:42:16
938,14.2532,173,mission_ended,bridging,0,14:42:47
939,17.0468,56,fell,bridging,0,14:43:01
940,64.6609,91,fell,bridging,2,14:43:20
941,18.041,12,fell,bridging,0,14:43:27
942,21.1059,20,fell,bridging,0,14:43:34
943,22.9402,118,fell,bridging,0,14:43:58
944,26.7885,121,fell,bridging,0,14:44:25
945,28.1162,155,fell,bridging,0,14:44:55
946,24.7463,38,fell,bridging,0,14:45:06
947,15.6894,69,fell,bridging,0,14:45:22
948,17.3296,14,fell,bridging,1,14:45:28
949,25.3475,26,fell,bridging,0,14:45:37
950,15.7282,50,fell,bridging,0,14:45:49
951,13.9023,173,mission_ended,bridging,0,14:46:21
952,22.8526,38,fell,bridging,0,14:46:31
953,15.5531,56,fell,bridging,0,14:46:45
954,22.6934,24,fell,bridging,0,14:46:53
955,12.6249,173,mission_ended,bridging,0,14:47:28
956,27.4057,33,fell,bridging,0,14:47:37
957,28.0552,112,fell,bridging,0,14:48:01
958,22.6862,165,mission_ended,bridging,1,14:48:32
959,15.6996,55,fell,bridging,0,14:48:46
960,15.9851,61,fell,bridging,0,14:49:00
961,15.7046,34,fell,bridging,0,14:49:10
962,16.0447,78,fell,bridging,0,14:49:28
963,34.172,63,fell,bridging,0,14:49:42
964,15.8352,46,fell,bridging,0,14:49:54
965,21.9489,25,fell,bridging,0,14:50:02
966,27.9077,82,fell,bridging,0,14:50:21
967,14.5297,173,mission_ended,bridging,0,14:50:52
968,14.9874,97,fell,bridging,0,14:51:13
969,20.8498,21,fell,bridging,0,14:51:20
970,14.6067,165,mission_ended,bridging,0,14:51:52
971,19.1557,137,fell,bridging,0,14:52:20
972,15.7466,40,fell,bridging,0,14:52:30
973,16.0058,30,fell,bridging,0,14:52:40
974,26.5589,17,fell,bridging,0,14:52:46
975,22.9806,27,fell,bridging,0,14:52:55
976,17.3258,69,fell,bridging,0,14:53:11
977,13.4309,174,mission_ended,bridging,0,14:53:46
978,16.6544,43,fell,bridging,0,14:53:57
979,13.3096,51,fell,bridging,0,14:54:10
980,27.7731,47,fell,bridging,0,14:54:22
981,15.7133,34,fell,bridging,0,14:54:32
982,32.9429,12,fell,bridging,0,14:54:38
983,13.6917,172,mission_ended,bridging,0,14:55:10
984,24.7823,15,fell,bridging,0,14:55:18
985,15.6871,114,mission_ended,bridging,0,14:55:50
986,19.3263,56,fell,bridging,0,14:56:05
987,23.9708,40,fell,bridging,0,14:56:16
988,17.8735,76,fell,bridging,0,14:56:33
989,27.4018,15,fell,bridging,1,14:56:39
990,24.5356,93,fell,bridging,0,14:56:59
991,31.0345,32,fell,bridging,0,14:57:09
992,24.1372,18,fell,bridging,0,14:57:16
993,24.5962,51,fell,bridging,0,14:57:28
994,69.0486,148,fell,bridging,3,14:57:58
995,13.2083,36,fell,bridging,0,14:58:08
996,25.7778,60,fell,bridging,0,14:58:22
997,13.9467,173,mission_ended,bridging,0,14:58:54
998,18.0805,8,fell,bridging,0,14:58:59
999,15.9531,32,fell,bridging,0,14:59:09
1000,23.6336,110,fell,bridging,0,14:59:32
1001,30.5557,15,fell,bridging,0,14:59:38
1002,15.5523,47,fell,bridging,0,14:59:50
1003,20.4989,71,fell,bridging,0,15:00:08
1004,31.0549,23,fell,bridging,0,15:00:16
1005,23.2091,49,fell,bridging,0,15:00:28
1006,24.8639,80,fell,bridging,0,15:00:46
1007,15.8268,28,fell,bridging,0,15:00:55
1008,15.0716,91,fell,bridging,0,15:01:14
1009,28.9497,81,fell,bridging,0,15:01:32
1010,28.8338,29,fell,bridging,0,15:01:41
1011,25.2861,25,fell,bridging,0,15:01:49
1012,23.694,37,fell,bridging,0,15:01:59
1013,24.1131,46,fell,bridging,0,15:02:11
1014,28.0717,106,fell,bridging,0,15:02:33
1015,19.196,12,fell,bridging,0,15:02:40
1016,20.4425,60,fell,bridging,0,15:02:54
1017,23.0199,15,fell,bridging,0,15:03:01
1018,30.6636,14,fell,bridging,0,15:03:07
1019,47.0716,157,fell,bridging,1,15:03:38
1020,28.16,112,fell,bridging,0,15:04:01
1021,22.6081,17,fell,bridging,0,15:04:08
1022,21.0395,43,fell,bridging,0,15:04:21
1023,27.1578,70,fell,bridging,0,15:04:37
1024,19.6291,173,mission_ended,bridging,1,15:05:08
1025,14.5824,85,fell,bridging,0,15:05:27
1026,25.5856,26,fell,bridging,0,15:05:35
1027,17.889,35,fell,bridging,0,15:05:45
1028,53.2953,96,fell,bridging,2,15:06:06
1029,15.7298,40,fell,bridging,0,15:06:16
1030,17.3848,37,fell,bridging,0,15:06:27
1031,29.389,29,fell,bridging,0,15:06:36
1032,34.5886,141,fell,bridging,0,15:07:04
1033,22.0945,14,fell,bridging,0,15:07:11
1034,21.5998,72,fell,bridging,0,15:07:27
1035,28.3697,114,fell,bridging,0,15:07:50
1036,19.9138,60,fell,bridging,0,15:08:05
1037,18.0959,42,fell,bridging,0,15:08:17
1038,13.9201,158,fell,bridging,0,15:08:48
1039,20.2875,54,fell,bridging,0,15:09:02
1040,22.9249,24,fell,bridging,0,15:09:10
1041,15.7546,32,fell,bridging,0,15:09:19
1042,15.8944,20,fell,bridging,0,15:09:27
1043,16.0714,45,fell,bridging,0,15:09:39
1044,32.912,138,fell,bridging,0,15:10:06
1045,30.4432,85,fell,bridging,0,15:10:25
1046,46.7862,143,fell,bridging,2,15:10:53
1047,23.9086,38,fell,bridging,0,15:11:04
1048,14.407,104,fell,bridging,0,15:11:26
1049,26.5971,31,fell,bridging,0,15:11:35
1050,28.784,59,fell,bridging,0,15:11:49
1051,23.6716,27,fell,bridging,0,15:11:58
1052,13.7748,165,mission_ended,bridging,0,15:12:33
1053,25.9695,51,fell,bridging,0,15:12:45
1054,15.9364,16,fell,bridging,0,15:12:52
1055,24.6714,37,fell,bridging,0,15:13:02
1056,18.3766,20,fell,bridging,0,15:13:10
1057,16.5343,20,fell,bridging,0,15:13:17
1058,41.2473,173,mission_ended,bridging,1,15:13:49
1059,23.4665,102,fell,bridging,0,15:14:10
1060,28.1698,29,fell,bridging,1,15:14:19
1061,15.8418,42,fell,bridging,0,15:14:31
1062,14.5486,75,fell,bridging,0,15:14:47
1063,24.9456,30,fell,bridging,0,15:14:57
1064,25.6388,86,fell,bridging,0,15:15:15
1065,21.5292,27,fell,bridging,0,15:15:24
1066,29.1749,22,fell,bridging,0,15:15:32
1067,31.0963,57,fell,bridging,0,15:15:46
1068,18.2885,43,fell,bridging,0,15:15:57
1069,26.5582,112,fell,bridging,0,15:16:22
1070,19.6363,138,fell,bridging,0,15:16:49
1071,21.2274,139,fell,bridging,0,15:17:17
1072,13.854,159,fell,bridging,0,15:17:48
1073,15.3965,77,fell,bridging,0,15:18:06
1074,26.6215,44,fell,bridging,0,15:18:17
1075,96.6231,174,mission_ended,bridging,4,15:18:52
1076,24.0308,21,fell,bridging,0,15:19:00
1077,14.579,127,fell,bridging,0,15:19:26
1078,25.1732,78,fell,bridging,0,15:19:43
1079,19.0266,62,fell,bridging,0,15:19:59
1080,48.5163,56,fell,bridging,1,15:20:13
1081,14.3605,133,fell,bridging,0,15:20:39
1082,13.844,144,fell,bridging,0,15:21:08
1083,17.5875,72,fell,bridging,0,15:21:25
1084,49.692,148,fell,bridging,1,15:21:54
1085,14.9213,173,mission_ended,bridging,0,15:22:26
1086,26.5032,68,fell,bridging,0,15:22:41
1087,14.2304,51,fell,bridging,0,15:22:54
1088,15.8991,56,fell,bridging,0,15:23:07
1089,19.4912,57,fell,bridging,0,15:23:21
1090,17.8846,45,fell,bridging,0,15:23:34
1091,19.9749,25,fell,bridging,0,15:23:43
1092,20.0404,28,fell,bridging,0,15:23:52
1093,34.5388,73,fell,bridging,0,15:24:08
1094,26.9931,105,fell,bridging,0,15:24:30
1095,24.5378,6,fell,bridging,0,15:24:35
1096,24.9647,17,fell,bridging,0,15:24:42
1097,17.4146,15,fell,bridging,0,15:24:49
