episode,reward,steps,outcome,env,timestamp
13201,-4.1944,6,fell,one_block_gap,21:07:31
13202,11.906,10,landed,one_block_gap,21:07:36
13203,1.9454,30,near_miss,one_block_gap,21:07:46
13204,11.9159,10,landed,one_block_gap,21:07:50
13205,12.2244,9,landed,one_block_gap,21:07:57
13206,-4.8695,5,fell,one_block_gap,21:08:04
13207,11.9059,11,landed,one_block_gap,21:08:12
13208,-3.9673,6,fell,simple_jump,21:08:30
13209,12.4959,11,landed,simple_jump,21:08:36
13210,12.3929,11,landed,simple_jump,21:08:43
13211,-4.7853,8,fell,diagonal_small,21:09:02
13212,12.0952,11,landed,diagonal_small,21:09:08
13213,12.1047,11,landed,diagonal_small,21:09:15
13214,-4.4603,5,fell,diagonal_small,21:09:21
13215,12.0376,11,landed,diagonal_small,21:09:27
13216,-4.5143,6,fell,diagonal_small,21:09:33
13217,12.0393,11,landed,diagonal_small,21:09:39
13218,12.1052,11,landed,diagonal_small,21:09:46
13219,-4.5489,5,fell,diagonal_small,21:09:53
13220,-4.3787,6,fell,diagonal_small,21:09:58
13221,-3.7789,11,fell,diagonal_medium,21:10:16
13222,-3.0144,9,fell,diagonal_medium,21:10:22
13223,-3.5494,10,fell,diagonal_medium,21:10:28
13224,12.6093,10,landed,vertical_small,21:11:36
13225,-3.7746,7,fell,vertical_small,21:11:42
13226,-3.4829,7,fell,vertical_small,21:11:49
13227,12.7646,10,landed,vertical_small,21:11:56
13228,12.5378,9,landed,vertical_small,21:12:03
13229,12.8042,12,landed,vertical_small,21:12:11
13230,-5.8208,6,fell,vertical_small,21:12:17
13231,12.817,11,landed,vertical_small,21:12:23
13232,-5.2165,7,fell,vertical_small,21:12:30
13233,12.754,10,landed,vertical_small,21:12:36
13234,-2.2092,7,fell,three_block_gap,21:12:54
13235,-2.9832,8,fell,three_block_gap,21:13:00
13236,-3.9861,8,fell,three_block_gap,21:13:05
13237,-2.6887,6,fell,three_block_gap,21:13:10
13238,12.8604,11,landed,three_block_gap,21:13:16
13239,-3.6762,8,fell,three_block_gap,21:13:23
13240,-1.8409,7,fell,three_block_gap,21:13:28
13241,-2.9589,8,fell,three_block_gap,21:13:34
13242,-3.9996,8,fell,three_block_gap,21:13:39
13243,-2.9652,8,fell,three_block_gap,21:13:45
13244,-3.9861,8,fell,three_block_gap,21:13:50
13245,12.8633,11,landed,three_block_gap,21:13:56
13246,12.9807,11,landed,three_block_gap,21:14:04
13247,-3.7214,7,fell,three_block_gap,21:14:10
13248,-4.0107,8,fell,three_block_gap,21:14:16
13249,-4.1143,5,fell,three_block_gap,21:14:21
13250,12.8604,11,landed,three_block_gap,21:14:27
13251,-4.3385,6,fell,one_block_gap,21:14:46
