episode,reward,steps,outcome,env,timestamp
1001,-4.2413,9,fell,one_block_gap,14:43:13
1002,11.5738,10,landed,one_block_gap,14:43:18
1003,-3.4203,16,fell,one_block_gap,14:43:36
1004,11.5949,11,landed,one_block_gap,14:43:41
1005,12.0118,15,landed,one_block_gap,14:43:58
1006,11.5649,11,landed,one_block_gap,14:44:14
1007,11.7714,16,landed,one_block_gap,14:44:30
1008,-0.381,11,fell,one_block_gap,14:44:46
1009,-5.0701,6,fell,one_block_gap,14:44:51
1010,-3.0849,15,fell,one_block_gap,14:44:57
1011,11.5057,12,landed,one_block_gap,14:45:03
1012,11.5598,10,landed,one_block_gap,14:45:19
1013,-3.4367,14,fell,one_block_gap,14:45:38
1014,11.7744,11,landed,one_block_gap,14:45:44
1015,11.5475,13,landed,one_block_gap,14:46:01
1016,-0.6255,13,fell,one_block_gap,14:46:08
1017,11.607,14,landed,one_block_gap,14:46:14
1018,11.7922,13,landed,one_block_gap,14:46:30
1019,-2.0716,14,fell,one_block_gap,14:46:47
1020,-2.452,14,fell,one_block_gap,14:46:53
1021,-3.0139,14,fell,one_block_gap,14:46:59
1022,11.5564,11,landed,one_block_gap,14:47:05
1023,12.0698,15,landed,one_block_gap,14:47:22
1024,11.6365,11,landed,one_block_gap,14:47:37
1025,-0.4404,14,fell,one_block_gap,14:47:54
1026,11.5074,12,landed,one_block_gap,14:48:00
1027,-1.2982,14,fell,one_block_gap,14:48:16
1028,11.4783,13,landed,one_block_gap,14:48:23
1029,11.5944,15,landed,one_block_gap,14:48:39
1030,11.5063,11,landed,one_block_gap,14:48:54
1031,11.9726,14,landed,one_block_gap,14:49:01
1032,-2.1953,14,fell,one_block_gap,14:49:17
1033,11.7526,17,landed,one_block_gap,14:49:24
1034,11.4823,25,landed,one_block_gap,14:49:41
1035,11.7841,17,landed,one_block_gap,14:49:56
1036,11.6178,10,landed,one_block_gap,14:50:11
1037,12.0639,12,landed,one_block_gap,14:50:27
1038,11.8051,16,landed,one_block_gap,14:50:44
1039,-2.6609,9,fell,one_block_gap,14:50:59
1040,11.555,13,landed,one_block_gap,14:51:07
1041,-1.0048,13,fell,one_block_gap,14:51:15
1042,11.9877,12,landed,one_block_gap,14:51:21
1043,11.6505,21,landed,one_block_gap,14:51:38
1044,11.8481,12,landed,one_block_gap,14:51:53
1045,-0.6479,14,fell,one_block_gap,14:52:09
1046,11.923,17,landed,one_block_gap,14:52:16
1047,11.5694,15,landed,one_block_gap,14:52:24
1048,11.5412,13,landed,one_block_gap,14:52:39
1049,-3.6625,10,fell,one_block_gap,14:52:55
1050,-0.5689,11,fell,one_block_gap,14:53:01
1051,11.5907,13,landed,one_block_gap,14:53:07
1052,-0.4035,16,fell,one_block_gap,14:53:24
1053,12.1027,14,landed,one_block_gap,14:53:30
1054,-2.7245,13,fell,one_block_gap,14:53:46
1055,12.0876,13,landed,one_block_gap,14:53:52
1056,12.0797,11,landed,one_block_gap,14:54:08
1057,11.6624,17,landed,one_block_gap,14:54:16
1058,-3.2806,14,fell,one_block_gap,14:54:31
1059,12.0419,13,landed,one_block_gap,14:54:37
1060,11.6541,7,landed,one_block_gap,14:54:52
1061,-0.5641,16,fell,one_block_gap,14:55:00
1062,-0.4967,17,fell,one_block_gap,14:55:07
1063,-1.4988,10,fell,one_block_gap,14:55:13
1064,-1.0297,15,fell,one_block_gap,14:55:19
1065,-1.2282,16,fell,one_block_gap,14:55:26
1066,-1.4758,14,fell,one_block_gap,14:55:32
1067,12.0222,11,landed,one_block_gap,14:55:38
1068,11.9947,12,landed,one_block_gap,14:55:54
1069,-0.5623,14,fell,one_block_gap,14:56:11
1070,-0.5124,12,fell,one_block_gap,14:56:17
1071,-4.7911,7,fell,one_block_gap,14:56:22
1072,-3.3979,13,fell,one_block_gap,14:56:28
1073,-1.4033,12,fell,one_block_gap,14:56:34
1074,-0.6558,11,fell,one_block_gap,14:56:40
1075,-0.6888,20,fell,one_block_gap,14:56:47
1076,-2.2578,13,fell,one_block_gap,14:56:54
1077,12.0114,12,landed,one_block_gap,14:57:00
1078,-1.4827,17,fell,one_block_gap,14:57:18
1079,11.4961,12,landed,one_block_gap,14:57:24
1080,12.0003,15,landed,one_block_gap,14:57:41
1081,-2.8797,16,fell,one_block_gap,14:57:57
1082,11.9967,11,landed,one_block_gap,14:58:03
1083,11.8402,13,landed,one_block_gap,14:58:19
1084,11.9666,14,landed,one_block_gap,14:58:35
1085,11.9078,12,landed,one_block_gap,14:58:51
1086,-3.9145,10,fell,one_block_gap,14:59:07
1087,11.6616,10,landed,one_block_gap,14:59:12
1088,11.504,13,landed,one_block_gap,14:59:29
1089,-2.471,14,fell,one_block_gap,14:59:45
1090,-1.1288,10,fell,one_block_gap,14:59:51
1091,-0.4077,10,fell,one_block_gap,14:59:57
1092,11.5984,11,landed,one_block_gap,15:00:03
1093,11.6427,10,landed,one_block_gap,15:00:18
1094,-3.1964,7,fell,one_block_gap,15:00:34
1095,12.0118,12,landed,one_block_gap,15:00:40
1096,11.8679,16,landed,one_block_gap,15:00:57
1097,11.7019,17,landed,one_block_gap,15:01:13
1098,-1.4313,14,fell,one_block_gap,15:01:20
1099,11.7037,14,landed,one_block_gap,15:01:26
1100,-2.201,14,fell,one_block_gap,15:01:42
1101,-0.6925,11,fell,one_block_gap,15:01:48
1102,11.5585,11,landed,one_block_gap,15:01:54
1103,11.4944,13,landed,one_block_gap,15:02:10
1104,11.4627,12,landed,one_block_gap,15:02:17
1105,11.8387,13,landed,one_block_gap,15:02:33
1106,11.9663,17,landed,one_block_gap,15:02:50
1107,12.0671,12,landed,one_block_gap,15:03:05
1108,11.826,12,landed,one_block_gap,15:03:21
1109,12.0263,16,landed,one_block_gap,15:03:38
1110,-1.4222,13,fell,one_block_gap,15:03:54
1111,11.6494,11,landed,one_block_gap,15:03:59
1112,-1.1621,15,fell,one_block_gap,15:04:16
1113,11.5148,11,landed,one_block_gap,15:04:22
1114,-3.4124,18,fell,one_block_gap,15:04:39
1115,11.7476,11,landed,one_block_gap,15:04:45
1116,-2.435,13,fell,one_block_gap,15:05:01
1117,11.9804,17,landed,one_block_gap,15:05:10
1118,-0.393,9,fell,one_block_gap,15:05:23
1119,-2.7535,15,fell,one_block_gap,15:05:30
1120,11.9661,12,landed,one_block_gap,15:05:36
1121,-2.0107,13,fell,one_block_gap,15:05:52
1122,11.7302,13,landed,one_block_gap,15:05:58
1123,-1.394,11,fell,one_block_gap,15:06:04
1124,11.5693,11,landed,one_block_gap,15:06:10
1125,11.796,14,landed,one_block_gap,15:06:26
1126,-0.3891,13,fell,one_block_gap,15:06:42
1127,11.8302,15,landed,one_block_gap,15:06:49
1128,11.5147,12,landed,one_block_gap,15:07:05
1129,11.9705,11,landed,one_block_gap,15:07:20
1130,-1.2425,12,fell,one_block_gap,15:07:37
1131,11.5713,14,landed,one_block_gap,15:07:43
1132,11.6828,15,landed,one_block_gap,15:07:59
1133,-0.4482,14,fell,one_block_gap,15:08:06
1134,11.6495,11,landed,one_block_gap,15:08:12
1135,11.3521,15,landed,one_block_gap,15:08:28
1136,11.9328,10,landed,one_block_gap,15:08:44
1137,11.799,16,landed,one_block_gap,15:09:01
1138,11.7505,11,landed,one_block_gap,15:09:07
1139,11.6296,12,landed,one_block_gap,15:09:23
1140,12.0797,14,landed,one_block_gap,15:09:40
1141,-2.1664,13,fell,one_block_gap,15:09:55
1142,11.9813,10,landed,one_block_gap,15:10:01
1143,11.3856,15,landed,one_block_gap,15:10:18
1144,12.0844,14,landed,one_block_gap,15:10:25
1145,12.0771,13,landed,one_block_gap,15:10:32
1146,11.6106,8,landed,one_block_gap,15:10:47
1147,-1.7938,12,fell,one_block_gap,15:11:04
1148,12.1186,11,landed,one_block_gap,15:11:10
1149,12.0095,11,landed,one_block_gap,15:11:26
1150,11.5453,10,landed,one_block_gap,15:11:42
1151,12.1087,11,landed,one_block_gap,15:11:58
1152,11.6166,11,landed,one_block_gap,15:12:14
1153,-1.4752,15,fell,one_block_gap,15:12:31
1154,-2.2307,16,fell,one_block_gap,15:12:38
1155,11.9241,19,landed,one_block_gap,15:12:45
1156,11.7951,18,landed,one_block_gap,15:13:01
1157,11.5791,11,landed,one_block_gap,15:13:07
1158,-4.4894,5,fell,one_block_gap,15:13:24
1159,-0.9819,11,fell,one_block_gap,15:13:30
1160,11.4327,15,landed,one_block_gap,15:13:37
1161,12.105,12,landed,one_block_gap,15:13:52
1162,11.4508,14,landed,one_block_gap,15:14:08
1163,11.9162,8,landed,one_block_gap,15:14:23
1164,12.0462,13,landed,one_block_gap,15:14:41
1165,-0.3942,9,fell,one_block_gap,15:14:56
1166,11.5706,15,landed,one_block_gap,15:15:03
1167,12.1078,12,landed,one_block_gap,15:15:18
1168,11.9571,8,landed,one_block_gap,15:15:34
1169,-1.4274,14,fell,one_block_gap,15:15:51
1170,11.8858,14,landed,one_block_gap,15:15:57
1171,11.8545,15,landed,one_block_gap,15:16:13
1172,11.5072,8,landed,one_block_gap,15:16:28
1173,-0.4735,16,fell,one_block_gap,15:16:46
1174,-2.1534,11,fell,one_block_gap,15:16:52
1175,11.8051,18,landed,one_block_gap,15:16:59
1176,11.6505,11,landed,one_block_gap,15:17:14
1177,12.0419,13,landed,one_block_gap,15:17:30
1178,-1.379,10,fell,one_block_gap,15:17:46
1179,-1.1937,14,fell,one_block_gap,15:17:52
1180,11.9508,14,landed,one_block_gap,15:17:58
1181,11.9094,15,landed,one_block_gap,15:18:15
1182,-0.9864,12,fell,one_block_gap,15:18:30
1183,12.1153,12,landed,one_block_gap,15:18:36
1184,11.8872,10,landed,one_block_gap,15:18:52
1185,12.1205,8,landed,one_block_gap,15:19:08
1186,11.9806,8,landed,one_block_gap,15:19:24
1187,-1.1077,10,fell,one_block_gap,15:19:40
1188,-1.7331,14,fell,one_block_gap,15:19:47
1189,-2.0217,13,fell,one_block_gap,15:19:53
1190,11.4802,15,landed,one_block_gap,15:20:00
1191,12.1116,13,landed,one_block_gap,15:20:06
1192,11.5947,14,landed,one_block_gap,15:20:23
1193,12.0422,14,landed,one_block_gap,15:20:39
1194,-0.4628,9,fell,one_block_gap,15:20:54
1195,12.0679,13,landed,one_block_gap,15:21:00
1196,12.0023,11,landed,one_block_gap,15:21:16
1197,-1.4002,12,fell,one_block_gap,15:21:32
1198,11.5498,21,landed,one_block_gap,15:21:40
1199,-3.4212,9,fell,one_block_gap,15:21:55
1200,11.5818,15,landed,one_block_gap,15:22:01
1201,12.0177,15,landed,one_block_gap,15:22:17
1202,-0.3781,10,fell,one_block_gap,15:22:32
1203,-2.7635,15,fell,one_block_gap,15:22:39
1204,12.0386,14,landed,one_block_gap,15:22:45
1205,11.8496,16,landed,one_block_gap,15:23:01
1206,11.6717,9,landed,one_block_gap,15:23:16
1207,11.6162,13,landed,one_block_gap,15:23:24
1208,12.0241,17,landed,one_block_gap,15:23:40
1209,11.6206,14,landed,one_block_gap,15:23:56
1210,11.9554,13,landed,one_block_gap,15:24:12
1211,11.862,14,landed,one_block_gap,15:24:28
1212,11.9322,12,landed,one_block_gap,15:24:44
1213,-1.2316,14,fell,one_block_gap,15:25:00
1214,11.7157,13,landed,one_block_gap,15:25:07
1215,12.0655,13,landed,one_block_gap,15:25:23
1216,-1.2614,12,fell,one_block_gap,15:25:39
1217,-0.395,12,fell,one_block_gap,15:25:45
1218,11.6178,11,landed,one_block_gap,15:25:51
1219,11.8071,17,landed,one_block_gap,15:26:08
1220,-1.109,10,fell,one_block_gap,15:26:23
1221,-3.2671,14,fell,one_block_gap,15:26:29
1222,11.5473,11,landed,one_block_gap,15:26:35
1223,11.3776,14,landed,one_block_gap,15:26:51
1224,11.5871,16,landed,one_block_gap,15:27:08
1225,11.5719,11,landed,one_block_gap,15:27:23
1226,11.9089,11,landed,one_block_gap,15:27:39
1227,11.5742,12,landed,one_block_gap,15:27:56
1228,11.7492,11,landed,one_block_gap,15:28:12
1229,11.4739,8,landed,one_block_gap,15:28:27
1230,11.8126,13,landed,one_block_gap,15:28:44
1231,-1.0035,9,fell,one_block_gap,15:28:50
1232,-1.4109,12,fell,one_block_gap,15:28:56
1233,-0.4203,11,fell,one_block_gap,15:29:02
1234,11.9327,10,landed,one_block_gap,15:29:08
1235,-0.6528,18,fell,one_block_gap,15:29:25
1236,12.0772,13,landed,one_block_gap,15:29:32
1237,11.4674,14,landed,one_block_gap,15:29:48
1238,-2.4913,15,fell,one_block_gap,15:30:04
1239,11.404,10,landed,one_block_gap,15:30:11
1240,11.608,14,landed,one_block_gap,15:30:27
1241,-1.5977,16,fell,one_block_gap,15:30:34
1242,11.8175,9,landed,one_block_gap,15:30:40
1243,11.6701,9,landed,one_block_gap,15:30:56
1244,-0.611,12,fell,one_block_gap,15:31:12
1245,-2.2013,12,fell,one_block_gap,15:31:18
1246,-0.557,11,fell,one_block_gap,15:31:24
1247,-1.7812,12,fell,one_block_gap,15:31:30
1248,11.8879,15,landed,one_block_gap,15:31:37
1249,-1.5824,17,fell,one_block_gap,15:31:53
1250,11.4665,11,landed,one_block_gap,15:31:59
1251,11.457,15,landed,one_block_gap,15:32:16
1252,11.9593,14,landed,one_block_gap,15:32:32
1253,11.965,10,landed,one_block_gap,15:32:47
1254,-1.2272,10,fell,one_block_gap,15:33:03
1255,12.0907,14,landed,one_block_gap,15:33:09
1256,-3.258,12,fell,one_block_gap,15:33:25
