episode,reward,steps,outcome,env,timestamp
14667,-4.5455,7,fell,diagonal_small,20:13:26
14668,-4.9832,10,fell,diagonal_small,20:13:32
14669,12.1972,11,landed,diagonal_small,20:13:37
14670,12.0951,11,landed,diagonal_small,20:13:45
14671,12.5747,14,landed,diagonal_medium,20:14:02
14672,12.7858,13,landed,diagonal_medium,20:14:09
14673,-4.4119,10,fell,diagonal_medium,20:14:16
14674,12.7245,11,landed,vertical_small,20:14:32
14675,12.7197,10,landed,vertical_small,20:14:38
14676,-3.7746,7,fell,vertical_small,20:14:45
14677,12.7254,10,landed,vertical_small,20:14:51
14678,12.5378,9,landed,vertical_small,20:14:58
14679,12.7772,10,landed,vertical_small,20:15:05
14680,12.8047,12,landed,vertical_small,20:15:13
14681,12.7244,10,landed,vertical_small,20:15:19
14682,12.5378,9,landed,vertical_small,20:15:26
14683,12.7771,10,landed,vertical_small,20:15:34
14684,-4.0061,10,fell,three_block_gap,20:15:50
14685,-3.7456,8,fell,three_block_gap,20:15:55
14686,-3.7125,8,fell,three_block_gap,20:16:01
14687,12.7338,11,landed,three_block_gap,20:16:06
14688,-2.9167,8,fell,three_block_gap,20:16:13
14689,-2.9222,8,fell,three_block_gap,20:16:18
14690,12.8632,11,landed,three_block_gap,20:16:24
14691,12.8632,11,landed,three_block_gap,20:16:31
14692,-3.8864,8,fell,three_block_gap,20:16:38
14693,-3.6762,8,fell,three_block_gap,20:16:43
14694,-2.9359,8,fell,three_block_gap,20:16:48
14695,-2.9142,8,fell,three_block_gap,20:16:53
14696,12.8632,11,landed,three_block_gap,20:16:59
14697,-2.9209,8,fell,three_block_gap,20:17:05
14698,-2.9311,8,fell,three_block_gap,20:17:11
14699,-2.9647,8,fell,three_block_gap,20:17:16
14700,-3.731,8,fell,three_block_gap,20:17:21
14701,12.0889,11,landed,one_block_gap,20:17:41
14702,11.957,10,landed,one_block_gap,20:17:48
14703,11.9234,10,landed,one_block_gap,20:17:55
14704,11.957,10,landed,one_block_gap,20:18:02
14705,12.2379,9,landed,one_block_gap,20:18:09
14706,-3.8765,7,fell,one_block_gap,20:18:16
14707,-4.6271,7,fell,one_block_gap,20:18:23
14708,12.5558,13,landed,simple_jump,20:18:39
14709,12.4151,11,landed,simple_jump,20:18:46
14710,12.3102,11,landed,simple_jump,20:18:53
14711,-4.3845,7,fell,diagonal_small,20:19:09
14712,-3.806,9,fell,diagonal_small,20:19:15
14713,11.981,12,landed,diagonal_small,20:19:22
14714,12.2047,11,landed,diagonal_small,20:19:29
14715,-4.3437,6,fell,diagonal_small,20:19:35
14716,12.116,11,landed,diagonal_small,20:19:41
14717,-4.3596,6,fell,diagonal_small,20:19:47
14718,12.2049,11,landed,diagonal_small,20:19:53
14719,12.0617,11,landed,diagonal_small,20:20:00
14720,12.116,11,landed,diagonal_small,20:20:09
14721,12.5418,14,landed,diagonal_medium,20:20:26
14722,-4.3059,7,fell,diagonal_medium,20:20:31
14723,12.5909,13,landed,diagonal_medium,20:20:37
14724,12.6665,10,landed,vertical_small,20:20:53
14725,12.5378,9,landed,vertical_small,20:21:00
14726,12.7535,10,landed,vertical_small,20:21:07
14727,12.5171,9,landed,vertical_small,20:21:14
14728,12.7772,10,landed,vertical_small,20:21:21
14729,12.8051,12,landed,vertical_small,20:21:29
14730,-3.9622,6,fell,vertical_small,20:21:35
14731,12.7536,10,landed,vertical_small,20:21:42
14732,12.5378,9,landed,vertical_small,20:21:49
14733,-3.9622,6,fell,vertical_small,20:21:56
14734,-3.7442,9,fell,three_block_gap,20:22:12
14735,-2.9484,8,fell,three_block_gap,20:22:18
14736,-3.6762,8,fell,three_block_gap,20:22:23
14737,12.8632,11,landed,three_block_gap,20:22:28
14738,12.8632,11,landed,three_block_gap,20:22:36
14739,-2.9173,8,fell,three_block_gap,20:22:42
14740,-3.6795,8,fell,three_block_gap,20:22:47
14741,12.8604,11,landed,three_block_gap,20:22:53
14742,-3.9861,8,fell,three_block_gap,20:23:00
14743,-4.2825,6,fell,three_block_gap,20:23:05
14744,-3.7651,8,fell,three_block_gap,20:23:10
14745,-2.919,8,fell,three_block_gap,20:23:15
14746,-3.7197,8,fell,three_block_gap,20:23:20
14747,-3.6795,8,fell,three_block_gap,20:23:26
14748,12.8632,11,landed,three_block_gap,20:23:31
14749,12.8632,11,landed,three_block_gap,20:23:38
14750,-2.9639,8,fell,three_block_gap,20:23:45
14751,12.2632,12,landed,one_block_gap,20:24:06
14752,11.962,11,landed,one_block_gap,20:24:12
14753,-3.8765,7,fell,one_block_gap,20:24:19
14754,-4.7288,5,fell,one_block_gap,20:24:25
14755,12.0251,10,landed,one_block_gap,20:24:31
14756,-4.7288,5,fell,one_block_gap,20:24:38
14757,-4.4565,7,fell,one_block_gap,20:24:43
14758,12.7129,13,landed,simple_jump,20:25:00
14759,12.4151,11,landed,simple_jump,20:25:06
14760,12.4263,11,landed,simple_jump,20:25:13
14761,-4.3506,8,fell,diagonal_small,20:25:30
14762,-3.3778,10,fell,diagonal_small,20:25:36
14763,12.1177,11,landed,diagonal_small,20:25:43
14764,12.1157,11,landed,diagonal_small,20:25:50
14765,12.1177,11,landed,diagonal_small,20:25:57
14766,-4.3358,7,fell,diagonal_small,20:26:04
14767,12.1047,11,landed,diagonal_small,20:26:09
14768,12.1177,11,landed,diagonal_small,20:26:17
14769,12.0617,11,landed,diagonal_small,20:26:24
14770,12.1931,11,landed,diagonal_small,20:26:31
14771,12.5552,15,landed,diagonal_medium,20:26:48
14772,-5.0,1,mission_ended,diagonal_medium,20:26:58
14773,12.7805,13,landed,diagonal_medium,20:27:02
14774,12.7657,11,landed,vertical_small,20:27:20
14775,12.7771,10,landed,vertical_small,20:27:25
14776,12.7771,10,landed,vertical_small,20:27:32
14777,12.8077,12,landed,vertical_small,20:27:40
14778,12.7254,10,landed,vertical_small,20:27:47
14779,12.6671,9,landed,vertical_small,20:27:54
14780,12.6671,9,landed,vertical_small,20:28:01
14781,12.5378,9,landed,vertical_small,20:28:08
14782,12.6013,28,landed,vertical_small,20:28:18
14783,-2.1956,12,fell,vertical_small,20:28:23
14784,-2.9913,9,fell,three_block_gap,20:28:39
14785,-2.9363,8,fell,three_block_gap,20:28:44
14786,-2.7329,8,fell,three_block_gap,20:28:49
14787,-2.9219,8,fell,three_block_gap,20:28:55
14788,-2.7644,8,fell,three_block_gap,20:29:00
14789,-2.9198,8,fell,three_block_gap,20:29:05
14790,-2.8272,8,fell,three_block_gap,20:29:10
14791,-2.9615,8,fell,three_block_gap,20:29:15
14792,-2.8698,8,fell,three_block_gap,20:29:21
14793,12.8632,11,landed,three_block_gap,20:29:26
14794,-2.9412,8,fell,three_block_gap,20:29:33
14795,-3.6811,8,fell,three_block_gap,20:29:38
14796,-2.9142,8,fell,three_block_gap,20:29:43
14797,-3.7456,8,fell,three_block_gap,20:29:49
14798,-2.962,8,fell,three_block_gap,20:29:54
14799,-3.6762,8,fell,three_block_gap,20:29:59
14800,12.8632,11,landed,three_block_gap,20:30:05
14801,-4.6276,7,fell,one_block_gap,20:30:20
14802,11.957,10,landed,one_block_gap,20:30:26
14803,11.9043,10,landed,one_block_gap,20:30:34
14804,11.9143,10,landed,one_block_gap,20:30:41
14805,11.957,10,landed,one_block_gap,20:30:48
14806,-4.7288,5,fell,one_block_gap,20:30:54
14807,-4.3822,7,fell,one_block_gap,20:31:00
14808,12.4869,12,landed,simple_jump,20:31:19
14809,12.4132,11,landed,simple_jump,20:31:26
14810,-4.6702,6,fell,simple_jump,20:31:32
14811,-4.8011,9,fell,diagonal_small,20:31:48
14812,12.2121,11,landed,diagonal_small,20:31:55
14813,12.0558,11,landed,diagonal_small,20:32:02
14814,12.1046,11,landed,diagonal_small,20:32:09
14815,12.1931,11,landed,diagonal_small,20:32:16
14816,-4.5171,6,fell,diagonal_small,20:32:22
14817,12.116,11,landed,diagonal_small,20:32:28
14818,-4.3691,6,fell,diagonal_small,20:32:34
14819,12.1157,11,landed,diagonal_small,20:32:40
14820,12.116,11,landed,diagonal_small,20:32:47
14821,12.9953,15,landed,diagonal_medium,20:33:04
14822,12.5682,13,landed,diagonal_medium,20:33:10
14823,-4.4588,6,fell,diagonal_medium,20:33:16
14824,12.6665,10,landed,vertical_small,20:33:32
14825,12.7772,10,landed,vertical_small,20:33:39
14826,12.7197,10,landed,vertical_small,20:33:46
14827,12.6671,9,landed,vertical_small,20:33:54
14828,12.7198,10,landed,vertical_small,20:34:00
14829,12.754,10,landed,vertical_small,20:34:07
14830,12.5378,9,landed,vertical_small,20:34:14
14831,12.8041,12,landed,vertical_small,20:34:21
14832,12.7536,10,landed,vertical_small,20:34:28
14833,12.5378,9,landed,vertical_small,20:34:35
14834,-4.0061,10,fell,three_block_gap,20:34:51
14835,-2.9192,8,fell,three_block_gap,20:34:57
14836,-2.9192,8,fell,three_block_gap,20:35:02
