episode,reward,steps,outcome,env,timestamp
10901,-1.9844,8,fell,three_block_gap,16:55:33
10902,-4.0564,8,fell,three_block_gap,16:55:38
10903,-4.0437,7,fell,three_block_gap,16:55:43
10904,-1.8181,8,fell,three_block_gap,16:55:48
10905,12.8632,11,landed,three_block_gap,16:55:54
10906,-1.8036,9,fell,three_block_gap,16:56:01
10907,-3.0145,8,fell,three_block_gap,16:56:06
10908,13.196,12,landed,three_block_gap,16:56:12
10909,-3.6762,8,fell,three_block_gap,16:56:19
10910,-3.7554,8,fell,three_block_gap,16:56:24
10911,-1.832,8,fell,three_block_gap,16:56:29
10912,-4.0581,7,fell,three_block_gap,16:56:35
10913,-2.9362,8,fell,three_block_gap,16:56:40
10914,-3.9961,6,fell,three_block_gap,16:56:45
10915,-3.004,8,fell,three_block_gap,16:56:50
10916,-3.2715,6,fell,three_block_gap,16:56:56
10917,12.7338,11,landed,three_block_gap,16:57:02
10918,13.4213,12,landed,three_block_gap,16:57:09
10919,-3.9861,8,fell,three_block_gap,16:57:15
10920,12.8632,11,landed,three_block_gap,16:57:21
10921,-3.7634,8,fell,three_block_gap,16:57:28
10922,-2.9652,8,fell,three_block_gap,16:57:33
10923,-1.7624,8,fell,three_block_gap,16:57:38
10924,-3.7442,8,fell,three_block_gap,16:57:44
10925,-2.9874,8,fell,three_block_gap,16:57:49
10926,-3.014,8,fell,three_block_gap,16:57:54
10927,-2.9362,8,fell,three_block_gap,16:58:00
10928,-3.6762,8,fell,three_block_gap,16:58:05
10929,-2.9653,8,fell,three_block_gap,16:58:10
10930,-3.7505,8,fell,three_block_gap,16:58:16
10931,-3.6762,8,fell,three_block_gap,16:58:21
10932,-3.7642,8,fell,three_block_gap,16:58:26
10933,-3.0957,6,fell,three_block_gap,16:58:31
10934,-3.0115,8,fell,three_block_gap,16:58:37
10935,-4.093,8,fell,three_block_gap,16:58:42
10936,-3.3523,7,fell,three_block_gap,16:58:47
10937,12.8632,11,landed,three_block_gap,16:58:53
10938,12.8604,11,landed,three_block_gap,16:59:00
10939,-3.7689,8,fell,three_block_gap,16:59:07
10940,-3.6795,8,fell,three_block_gap,16:59:12
10941,-1.8659,8,fell,three_block_gap,16:59:17
10942,-4.0271,8,fell,three_block_gap,16:59:23
10943,-2.9429,8,fell,three_block_gap,16:59:28
10944,-4.1784,6,fell,three_block_gap,16:59:33
10945,-3.3068,6,fell,three_block_gap,16:59:38
10946,-2.9177,8,fell,three_block_gap,16:59:43
