episode,reward,steps,outcome,timestamp
752,-3.97,11,fell,11:49:58
753,11.1098,14,landed,11:50:04
754,-3.9,11,fell,11:50:19
755,-4.2,14,fell,11:50:26
756,-4.1575,13,fell,11:50:32
757,11.3942,12,landed,11:50:38
758,-4.1,13,fell,11:50:54
759,11.2378,13,landed,11:51:00
760,11.117,12,landed,11:51:16
761,11.152,12,landed,11:51:32
762,11.0146,14,landed,11:51:49
763,11.1773,12,landed,11:52:04
764,10.8844,16,landed,11:52:21
765,-4.1,13,fell,11:52:37
766,-4.1,13,fell,11:52:44
767,11.7691,8,landed,11:52:49
768,11.0647,13,landed,11:53:06
769,-4.1,13,fell,11:53:22
770,-4.3174,17,fell,11:53:29
771,11.1753,12,landed,11:53:35
772,11.1739,14,landed,11:53:51
773,11.1583,14,landed,11:53:58
774,-4.4272,14,fell,11:54:14
775,-4.3,15,fell,11:54:21
776,-3.9219,11,fell,11:54:26
777,-5.0164,7,fell,11:54:31
778,11.3802,10,landed,11:54:37
779,-4.6003,15,fell,11:54:54
780,11.3972,12,landed,11:55:00
781,-4.0091,14,fell,11:55:16
782,10.9415,15,landed,11:55:23
783,-4.3563,16,fell,11:55:39
784,11.1484,14,landed,11:55:45
785,-4.0,12,fell,11:56:01
786,11.2993,12,landed,11:56:07
787,11.2946,11,landed,11:56:23
788,-4.9545,16,fell,11:56:40
789,-4.4346,17,fell,11:56:47
790,-4.4,16,fell,11:56:54
791,-4.2,14,fell,11:57:00
792,11.0173,13,landed,11:57:06
793,-4.5555,14,fell,11:57:22
794,-4.2077,14,fell,11:57:29
795,-4.2,14,fell,11:57:35
796,-4.3031,13,fell,11:57:41
797,-4.3344,14,fell,11:57:47
798,-4.1157,13,fell,11:57:53
799,-3.9,11,fell,11:57:59
800,11.1722,14,landed,11:58:06
801,-5.012,10,fell,11:58:21
802,11.0185,15,landed,11:58:28
803,-4.4,16,fell,11:58:44
804,11.2895,12,landed,11:58:50
805,11.2718,13,landed,11:59:07
806,-4.0402,14,fell,11:59:23
807,11.401,11,landed,11:59:29
808,-4.1,13,fell,11:59:45
809,11.3475,12,landed,11:59:51
810,-4.0741,12,fell,12:00:07
811,11.2387,12,landed,12:00:13
812,11.148,14,landed,12:00:30
813,-4.2,14,fell,12:00:46
814,11.2899,12,landed,12:00:52
815,11.0947,14,landed,12:01:08
816,-4.0379,12,fell,12:01:24
817,-4.723,13,fell,12:01:30
818,11.2489,11,landed,12:01:36
819,-3.9,11,fell,12:01:52
820,11.1094,11,landed,12:01:58
821,11.2417,11,landed,12:02:14
822,-3.9515,13,fell,12:02:30
823,11.3125,12,landed,12:02:36
824,11.2964,13,landed,12:02:52
825,11.2227,12,landed,12:03:08
826,-4.1018,13,fell,12:03:25
827,11.2356,12,landed,12:03:31
828,11.1786,14,landed,12:03:47
829,-3.9,11,fell,12:04:03
830,-4.1,13,fell,12:04:09
831,11.1684,13,landed,12:04:15
832,11.2563,12,landed,12:04:31
833,11.0394,15,landed,12:04:47
834,11.246,7,landed,12:05:02
835,11.2316,13,landed,12:05:19
836,11.1411,13,landed,12:05:35
837,11.3864,12,landed,12:05:51
838,11.4608,8,landed,12:06:06
839,11.2323,12,landed,12:06:23
840,11.2927,12,landed,12:06:39
841,11.2026,13,landed,12:06:55
842,-4.1,13,fell,12:07:12
843,11.2236,12,landed,12:07:18
844,11.2312,11,landed,12:07:33
845,10.8378,17,landed,12:07:51
846,-4.0172,12,fell,12:08:06
847,-5.3039,26,fell,12:08:14
848,10.8668,17,landed,12:08:21
849,11.2072,12,landed,12:08:36
850,11.0094,13,landed,12:08:52
851,10.9097,16,landed,12:09:09
852,-4.3,15,fell,12:09:16
853,-4.5142,12,fell,12:09:22
854,-4.3,15,fell,12:09:28
855,-4.2,14,fell,12:09:34
856,-4.2,14,fell,12:09:41
857,11.1198,13,landed,12:09:47
858,-4.5154,17,fell,12:10:03
859,-3.9,11,fell,12:10:09
860,-3.948,14,fell,12:10:16
861,-4.1,13,fell,12:10:22
862,10.8982,15,landed,12:10:28
863,-4.1,13,fell,12:10:44
864,11.2774,13,landed,12:10:50
865,10.8029,17,landed,12:11:07
866,-4.2,14,fell,12:11:22
867,11.3312,12,landed,12:11:29
868,11.0897,12,landed,12:11:45
869,11.2929,12,landed,12:12:01
870,-4.2,14,fell,12:12:17
871,-4.0326,11,fell,12:12:23
872,-4.1265,13,fell,12:12:29
873,11.2721,12,landed,12:12:35
874,-4.1,13,fell,12:12:51
875,-5.2383,7,fell,12:12:57
876,10.9331,16,landed,12:13:03
877,-4.0391,12,fell,12:13:19
878,-3.9,11,fell,12:13:25
879,10.4715,20,landed,12:13:32
880,11.1813,14,landed,12:13:39
881,-4.1,13,fell,12:13:55
882,11.2304,13,landed,12:14:01
883,11.328,10,landed,12:14:16
884,-4.0,12,fell,12:14:33
885,-4.0,12,fell,12:14:39
886,11.3707,12,landed,12:14:45
887,11.0753,13,landed,12:15:01
888,11.2257,12,landed,12:15:17
889,-4.0,12,fell,12:15:33
890,11.3769,11,landed,12:15:39
891,11.2084,11,landed,12:15:55
892,11.2097,12,landed,12:16:11
893,-4.0,12,fell,12:16:18
894,11.2517,13,landed,12:16:25
895,-4.1,13,fell,12:16:41
896,-4.1,13,fell,12:16:47
897,-3.9617,12,fell,12:16:53
898,10.8837,17,landed,12:17:00
899,11.3631,12,landed,12:17:15
900,-4.3484,14,fell,12:17:32
901,11.0615,14,landed,12:17:38
902,11.1972,13,landed,12:17:54
903,11.2746,11,landed,12:18:09
904,-4.0,12,fell,12:18:26
905,11.3008,12,landed,12:18:32
906,-3.9,11,fell,12:18:48
907,11.1352,13,landed,12:18:54
908,-4.9635,12,fell,12:19:10
909,-3.9,11,fell,12:19:16
910,11.2133,11,landed,12:19:21
911,-4.2,14,fell,12:19:38
912,11.1752,14,landed,12:19:45
913,-3.8232,10,fell,12:20:00
914,11.4066,10,landed,12:20:06
915,-3.9,11,fell,12:20:22
916,-3.9,11,fell,12:20:28
917,11.2335,13,landed,12:20:34
918,11.3841,12,landed,12:20:50
919,-4.9582,7,fell,12:21:05
920,-4.2,14,fell,12:21:11
921,-4.0,12,fell,12:21:17
922,-4.0,12,fell,12:21:23
923,11.401,11,landed,12:21:29
924,-3.8,10,fell,12:21:46
925,11.3685,12,landed,12:21:52
926,-4.1,13,fell,12:22:08
927,11.2869,12,landed,12:22:14
928,-4.5876,20,fell,12:22:32
929,-3.9397,12,fell,12:22:38
930,-4.0,12,fell,12:22:44
931,-4.1,13,fell,12:22:50
932,11.2454,13,landed,12:22:56
933,-4.1,13,fell,12:23:12
934,11.2594,12,landed,12:23:18
935,11.0545,12,landed,12:23:34
936,-3.9,11,fell,12:23:50
937,-4.1,13,fell,12:23:56
938,11.2848,12,landed,12:24:02
939,-4.3,15,fell,12:24:19
940,-4.2,14,fell,12:24:25
941,11.2374,13,landed,12:24:31
942,-4.1,13,fell,12:24:47
943,11.4904,11,landed,12:24:53
944,11.1448,14,landed,12:25:10
945,11.0928,15,landed,12:25:17
946,11.2454,11,landed,12:25:32
947,11.1162,14,landed,12:25:49
948,11.156,11,landed,12:25:56
949,11.447,11,landed,12:26:12
950,11.2708,11,landed,12:26:28
951,-3.982,13,fell,12:26:45
952,-4.1,13,fell,12:26:51
953,-4.0,12,fell,12:26:57
954,11.1056,13,landed,12:27:03
955,11.0673,14,landed,12:27:20
956,-4.2,14,fell,12:27:36
957,11.0927,12,landed,12:27:42
958,-4.6805,13,fell,12:27:58
959,-4.106,13,fell,12:28:04
960,-4.1,13,fell,12:28:11
961,-4.0,12,fell,12:28:17
962,-4.1,13,fell,12:28:23
963,11.0532,14,landed,12:28:29
964,11.0888,13,landed,12:28:46
965,11.0165,14,landed,12:29:02
966,-3.9,11,fell,12:29:17
967,11.2853,12,landed,12:29:23
968,11.347,12,landed,12:29:39
969,-4.1,13,fell,12:29:56
970,11.1484,14,landed,12:30:02
971,11.1912,11,landed,12:30:18
972,-4.1,13,fell,12:30:34
973,-4.2,14,fell,12:30:41
974,11.3361,11,landed,12:30:47
975,-4.1,13,fell,12:31:03
976,-4.2976,14,fell,12:31:09
977,-4.0,12,fell,12:31:15
978,-3.9,11,fell,12:31:21
979,11.2361,11,landed,12:31:27
980,11.3794,10,landed,12:31:43
981,11.2017,11,landed,12:31:59
982,11.2462,13,landed,12:32:16
983,11.3746,12,landed,12:32:32
984,11.1921,12,landed,12:32:48
985,11.1665,12,landed,12:33:04
986,11.2699,11,landed,12:33:20
987,11.3379,12,landed,12:33:36
988,11.1114,13,landed,12:33:53
989,11.2378,13,landed,12:34:09
990,10.9332,13,landed,12:34:25
991,-4.0,12,fell,12:34:41
992,-3.9,11,fell,12:34:47
993,11.3097,12,landed,12:34:53
994,-4.0,12,fell,12:35:09
995,-3.9139,12,fell,12:35:15
996,11.0859,15,landed,12:35:21
997,-4.0,12,fell,12:35:37
998,11.1026,14,landed,12:35:43
999,-4.2,14,fell,12:36:00
1000,-4.1,13,fell,12:36:05
1001,11.3672,12,landed,12:36:12
1002,11.3361,12,landed,12:36:28
1003,11.3005,12,landed,12:36:44
1004,-4.1,13,fell,12:37:00
1005,11.1782,14,landed,12:37:07
1006,11.1664,11,landed,12:37:22
1007,11.3233,12,landed,12:37:38
1008,11.2186,11,landed,12:37:54
1009,11.1315,12,landed,12:38:11
1010,11.2301,12,landed,12:38:27
1011,11.2993,11,landed,12:38:43
1012,11.1493,13,landed,12:38:59
1013,11.2565,11,landed,12:39:15
1014,-3.9574,14,fell,12:39:31
1015,-4.5,17,fell,12:39:38
1016,11.0415,12,landed,12:39:44
1017,11.2993,12,landed,12:40:00
1018,11.1891,13,landed,12:40:16
1019,11.3311,12,landed,12:40:32
1020,-4.1,13,fell,12:40:49
1021,11.0712,14,landed,12:40:55
1022,11.357,11,landed,12:41:11
1023,11.3145,12,landed,12:41:27
1024,10.6647,19,landed,12:41:44
1025,-4.0,12,fell,12:41:59
1026,11.3691,12,landed,12:42:05
1027,11.2667,13,landed,12:42:21
1028,-3.8,10,fell,12:42:37
1029,11.3952,12,landed,12:42:43
1030,11.1738,13,landed,12:42:59
1031,11.3684,12,landed,12:43:15
1032,11.0999,13,landed,12:43:31
1033,11.3647,12,landed,12:43:48
1034,11.1784,12,landed,12:44:04
1035,-4.8328,23,fell,12:44:22
1036,-3.9,11,fell,12:44:27
1037,-3.9,11,fell,12:44:33
1038,11.2913,11,landed,12:44:39
1039,11.3426,12,landed,12:44:55
1040,-4.0,12,fell,12:45:03
1041,-4.1,13,fell,12:45:09
1042,11.1565,13,landed,12:45:15
1043,11.1985,13,landed,12:45:31
1044,11.336,12,landed,12:45:38
1045,11.2387,12,landed,12:45:54
1046,11.2973,12,landed,12:46:10
1047,11.0758,15,landed,12:46:26
1048,11.2437,12,landed,12:46:42
1049,-4.6376,10,fell,12:46:58
1050,11.2932,12,landed,12:47:04
1051,11.3282,11,landed,12:47:20
1052,-4.1,13,fell,12:47:36
1053,-4.4585,16,fell,12:47:43
1054,11.2733,12,landed,12:47:49
1055,11.0999,12,landed,12:48:05
1056,11.2515,12,landed,12:48:21
1057,-4.1,13,fell,12:48:38
1058,11.2391,12,landed,12:48:44
1059,11.2846,11,landed,12:49:00
1060,11.2547,12,landed,12:49:16
1061,-3.9,11,fell,12:49:32
1062,11.3482,12,landed,12:49:38
1063,11.23,12,landed,12:49:54
1064,-4.4476,17,fell,12:50:11
1065,11.3648,12,landed,12:50:17
1066,-4.1,13,fell,12:50:33
1067,11.3494,12,landed,12:50:39
1068,11.3214,12,landed,12:50:55
1069,11.3372,12,landed,12:51:11
1070,-3.8659,13,fell,12:51:27
1071,11.2743,12,landed,12:51:33
1072,10.7173,17,landed,12:51:50
1073,11.4715,11,landed,12:52:05
1074,11.2374,13,landed,12:52:22
1075,11.1518,11,landed,12:52:37
1076,11.3954,12,landed,12:52:54
1077,11.0691,13,landed,12:53:10
1078,11.2218,12,landed,12:53:26
1079,11.0264,11,landed,12:53:42
1080,-4.2,14,fell,12:53:59
1081,11.1877,14,landed,12:54:05
1082,-4.1,13,fell,12:54:21
1083,-4.5,17,fell,12:54:28
1084,11.3442,12,landed,12:54:34
1085,11.2428,13,landed,12:54:50
1086,-4.5262,10,fell,12:55:06
1087,11.1816,11,landed,12:55:12
1088,11.2422,11,landed,12:55:28
1089,-3.9,11,fell,12:55:44
1090,-4.1,13,fell,12:55:50
1091,-3.9,11,fell,12:55:56
1092,11.3329,12,landed,12:56:02
1093,11.1914,12,landed,12:56:18
1094,11.1721,13,landed,12:56:35
1095,11.3936,12,landed,12:56:50
1096,11.2992,12,landed,12:57:07
1097,11.0947,14,landed,12:57:23
1098,10.9701,15,landed,12:57:30
1099,11.3907,12,landed,12:57:46
1100,11.2068,13,landed,12:58:02
1101,-3.9,11,fell,12:58:18
1102,11.2489,11,landed,12:58:24
1103,11.283,13,landed,12:58:40
