update,policy_loss,value_loss,entropy,lr,entropy_coef
1,-0.002747,1.366962,0.766117,4.7e-05,0.008685
2,-0.001292,1.273575,0.772934,4.6e-05,0.008448
3,-0.000835,1.761647,0.713817,4.4e-05,0.008226
4,-0.002815,1.389101,0.738586,4.3e-05,0.007988
5,-0.00074,1.473405,0.686361,4.1e-05,0.007766
6,-0.002711,1.897669,0.708472,4e-05,0.00754
