episode,reward,steps,outcome,env,timestamp
901,-3.0594,15,fell,one_block_gap,14:10:56
902,-3.0493,16,fell,one_block_gap,14:11:00
903,11.5922,14,landed,one_block_gap,14:11:07
904,-1.3377,16,mission_ended,one_block_gap,14:11:19
905,11.8891,14,landed,one_block_gap,14:11:25
906,11.8786,16,landed,one_block_gap,14:11:37
907,-1.0348,12,fell,one_block_gap,14:11:43
908,-3.2263,15,fell,one_block_gap,14:11:48
909,-3.0408,15,fell,one_block_gap,14:11:55
910,-3.0785,12,fell,one_block_gap,14:11:59
911,-2.9782,12,fell,one_block_gap,14:12:06
912,-3.0216,14,fell,one_block_gap,14:12:10
913,-3.248,11,fell,one_block_gap,14:12:15
914,-3.6872,11,fell,one_block_gap,14:12:19
915,-4.7062,12,fell,one_block_gap,14:12:25
916,-3.0232,14,fell,one_block_gap,14:12:29
917,-3.2648,13,fell,one_block_gap,14:12:36
918,-3.3594,18,fell,one_block_gap,14:12:41
919,12.0001,13,landed,one_block_gap,14:12:49
920,-4.2721,18,fell,one_block_gap,14:13:01
921,-3.0181,14,fell,one_block_gap,14:13:08
922,-2.973,19,fell,one_block_gap,14:13:13
923,-5.141,7,fell,one_block_gap,14:13:19
924,-2.3498,15,fell,one_block_gap,14:13:24
925,12.005,12,landed,one_block_gap,14:13:31
926,0.1803,21,mission_ended,one_block_gap,14:13:37
927,-2.988,11,fell,one_block_gap,14:13:42
928,-3.3019,16,fell,one_block_gap,14:13:48
929,-3.1282,10,fell,one_block_gap,14:13:56
930,-3.9465,21,fell,one_block_gap,14:14:00
931,-0.5799,14,fell,one_block_gap,14:14:07
932,-3.748,16,fell,one_block_gap,14:14:11
933,-4.2087,8,fell,one_block_gap,14:14:15
934,-3.0621,14,fell,one_block_gap,14:14:21
935,-3.0827,18,fell,one_block_gap,14:14:29
936,-4.0245,11,fell,one_block_gap,14:14:33
937,-0.9579,11,fell,one_block_gap,14:14:40
938,-3.243,12,fell,one_block_gap,14:14:44
939,-1.7489,15,fell,one_block_gap,14:14:51
940,-3.0616,15,fell,one_block_gap,14:15:01
941,-2.7834,6,mission_ended,one_block_gap,14:15:24
942,-5.09,10,mission_ended,one_block_gap,14:15:36
943,-3.8833,12,mission_ended,one_block_gap,14:15:44
944,11.9035,14,landed,one_block_gap,14:15:47
945,-3.0457,10,fell,one_block_gap,14:15:56
946,-3.4228,16,fell,one_block_gap,14:16:03
947,-3.1458,17,fell,one_block_gap,14:16:09
948,-1.775,11,fell,one_block_gap,14:16:14
949,-4.3848,6,fell,one_block_gap,14:16:18
950,-0.9382,11,fell,one_block_gap,14:16:24
951,-3.9516,11,fell,one_block_gap,14:16:28
952,11.9888,12,landed,one_block_gap,14:16:34
953,11.8163,12,landed,one_block_gap,14:16:44
954,-3.0077,15,fell,one_block_gap,14:16:51
955,-3.9542,15,fell,one_block_gap,14:16:55
956,11.7573,14,landed,one_block_gap,14:17:02
957,-3.7667,16,fell,one_block_gap,14:17:14
958,-3.0958,12,fell,one_block_gap,14:17:20
959,11.8427,15,landed,one_block_gap,14:17:24
960,-1.6473,13,fell,one_block_gap,14:17:33
961,-2.9497,15,fell,one_block_gap,14:17:38
962,-0.9201,9,fell,one_block_gap,14:17:44
963,-3.1995,11,fell,one_block_gap,14:17:50
964,-2.8959,10,fell,one_block_gap,14:17:57
965,-2.9075,16,fell,one_block_gap,14:18:00
966,-3.8833,8,fell,one_block_gap,14:18:05
967,-3.1322,20,fell,one_block_gap,14:18:13
968,-3.7522,13,fell,one_block_gap,14:18:17
969,12.0367,12,landed,one_block_gap,14:18:23
970,11.8345,13,landed,one_block_gap,14:18:33
971,-2.8526,13,fell,one_block_gap,14:18:39
972,-1.8825,15,fell,one_block_gap,14:18:44
973,-4.6923,5,fell,one_block_gap,14:18:48
974,-3.1869,12,fell,one_block_gap,14:18:54
975,-1.3909,18,fell,one_block_gap,14:19:00
976,-2.9225,15,fell,one_block_gap,14:19:07
977,-3.5517,10,fell,one_block_gap,14:19:13
978,-4.7485,3,fell,one_block_gap,14:19:16
979,11.8047,12,landed,one_block_gap,14:19:22
980,-4.0635,14,fell,one_block_gap,14:19:35
981,-0.5468,11,fell,one_block_gap,14:19:40
982,-3.1687,11,fell,one_block_gap,14:19:45
983,-3.8466,11,fell,one_block_gap,14:19:50
984,-3.6577,11,fell,one_block_gap,14:19:54
985,-0.9596,10,fell,one_block_gap,14:19:59
986,-1.4609,12,fell,one_block_gap,14:20:04
987,12.0282,10,landed,one_block_gap,14:20:12
988,11.6179,14,landed,one_block_gap,14:20:26
989,-0.7529,11,fell,one_block_gap,14:20:32
990,11.9631,16,landed,one_block_gap,14:20:38
991,-0.4756,10,fell,one_block_gap,14:20:46
992,-1.7283,14,fell,one_block_gap,14:20:53
993,-4.1332,11,fell,one_block_gap,14:20:57
994,11.9829,15,landed,one_block_gap,14:21:04
995,-3.028,15,fell,one_block_gap,14:21:13
996,-3.9773,9,fell,one_block_gap,14:21:18
997,-3.1241,15,fell,one_block_gap,14:21:24
998,-2.4329,15,fell,one_block_gap,14:21:31
999,-3.0524,14,fell,one_block_gap,14:21:36
1000,11.8664,13,landed,one_block_gap,14:21:43
1001,-1.5796,10,fell,one_block_gap,14:21:52
1002,11.9509,14,landed,one_block_gap,14:21:59
1003,-3.1591,12,fell,one_block_gap,14:22:07
1004,-4.809,5,fell,one_block_gap,14:22:11
1005,-3.4207,15,fell,one_block_gap,14:22:18
1006,11.7443,11,landed,one_block_gap,14:22:22
1007,-1.6626,16,fell,one_block_gap,14:22:35
1008,-3.1135,15,fell,one_block_gap,14:22:38
1009,-4.1894,6,fell,one_block_gap,14:22:42
1010,-3.5162,8,fell,one_block_gap,14:22:46
1011,11.8326,12,landed,one_block_gap,14:22:52
1012,-1.9785,14,mission_ended,one_block_gap,14:23:03
1013,12.1112,11,landed,one_block_gap,14:23:08
1014,-3.7739,15,fell,one_block_gap,14:23:21
1015,11.5255,11,landed,one_block_gap,14:23:27
1016,-3.0927,11,fell,one_block_gap,14:23:43
1017,-5.0,1,mission_ended,one_block_gap,14:23:45
1018,-4.7267,5,fell,one_block_gap,14:23:49
1019,11.4849,13,landed,one_block_gap,14:23:55
1020,-3.7818,9,fell,one_block_gap,14:24:00
1021,-4.0309,8,fell,one_block_gap,14:24:04
1022,-3.0793,17,fell,one_block_gap,14:24:13
1023,-3.1058,11,fell,one_block_gap,14:24:17
1024,-1.5985,13,fell,one_block_gap,14:24:23
1025,11.5185,13,landed,one_block_gap,14:24:27
1026,-0.965,12,fell,one_block_gap,14:24:39
1027,-3.1966,16,fell,one_block_gap,14:24:44
1028,-1.2888,13,fell,one_block_gap,14:24:51
1029,-1.5862,12,fell,one_block_gap,14:24:56
1030,-0.5358,12,fell,one_block_gap,14:25:02
1031,11.5171,11,landed,one_block_gap,14:25:07
1032,-2.978,10,fell,one_block_gap,14:25:18
1033,12.0619,13,landed,one_block_gap,14:25:24
1034,-1.0362,12,fell,one_block_gap,14:25:34
1035,11.5451,15,landed,one_block_gap,14:25:41
1036,11.861,12,landed,one_block_gap,14:25:49
1037,-2.968,9,fell,one_block_gap,14:25:56
1038,-4.2684,7,fell,one_block_gap,14:26:00
1039,-3.1395,9,fell,one_block_gap,14:26:05
1040,11.8492,16,landed,one_block_gap,14:26:11
1041,-3.2899,16,fell,one_block_gap,14:26:19
1042,11.5846,15,landed,one_block_gap,14:26:24
1043,-1.5505,13,fell,one_block_gap,14:26:34
1044,-3.4925,9,fell,one_block_gap,14:26:39
1045,-2.6511,11,fell,one_block_gap,14:26:45
1046,-3.0396,12,fell,one_block_gap,14:26:48
1047,11.5289,13,landed,one_block_gap,14:26:55
1048,-1.1923,16,mission_ended,one_block_gap,14:27:05
1049,11.5173,15,landed,one_block_gap,14:27:11
1050,-2.998,12,fell,one_block_gap,14:27:20
1051,11.8425,13,landed,one_block_gap,14:27:27
1052,-3.669,14,fell,one_block_gap,14:27:39
1053,-0.6072,8,fell,one_block_gap,14:27:44
1054,-0.5492,12,fell,one_block_gap,14:27:49
1055,-3.2393,12,fell,one_block_gap,14:27:57
1056,-3.2095,16,fell,one_block_gap,14:28:01
1057,-3.1795,13,fell,one_block_gap,14:28:07
1058,-2.4201,16,fell,one_block_gap,14:28:12
1059,-3.098,9,fell,one_block_gap,14:28:17
1060,-2.8657,10,fell,one_block_gap,14:28:23
1061,-3.0724,9,fell,one_block_gap,14:28:28
1062,11.627,13,landed,one_block_gap,14:28:35
1063,-3.6929,10,fell,one_block_gap,14:28:43
1064,-3.008,13,fell,one_block_gap,14:28:51
1065,-3.8412,15,fell,one_block_gap,14:28:55
1066,-2.9136,13,fell,one_block_gap,14:29:01
1067,11.4751,16,landed,one_block_gap,14:29:06
1068,11.9676,18,landed,one_block_gap,14:29:18
1069,11.8721,16,landed,one_block_gap,14:29:22
1070,-3.018,14,fell,one_block_gap,14:29:33
1071,11.5566,15,landed,one_block_gap,14:29:38
1072,-4.7551,4,fell,one_block_gap,14:29:46
1073,-4.4197,8,fell,one_block_gap,14:29:50
1074,-3.4523,10,fell,one_block_gap,14:29:55
1075,-0.5351,10,fell,one_block_gap,14:30:00
1076,11.8155,17,landed,one_block_gap,14:30:07
1077,-3.3514,17,fell,one_block_gap,14:30:16
1078,11.9708,12,landed,one_block_gap,14:30:21
1079,-4.7787,4,fell,one_block_gap,14:30:29
1080,-3.018,14,fell,one_block_gap,14:30:35
1081,11.8796,14,landed,one_block_gap,14:30:40
1082,-3.3906,12,fell,one_block_gap,14:30:51
1083,-1.8337,18,fell,one_block_gap,14:30:57
1084,-2.99,14,fell,one_block_gap,14:31:03
1085,-3.3108,18,fell,one_block_gap,14:31:11
1086,-3.6248,12,fell,one_block_gap,14:31:15
1087,-3.056,12,fell,one_block_gap,14:31:21
1088,-3.4793,12,fell,one_block_gap,14:31:25
1089,11.9799,13,landed,one_block_gap,14:31:31
1090,-3.4106,14,fell,one_block_gap,14:31:43
1091,-2.9829,10,fell,one_block_gap,14:31:49
1092,11.9006,15,landed,one_block_gap,14:31:54
1093,-3.2589,14,fell,one_block_gap,14:32:02
1094,11.9451,17,landed,one_block_gap,14:32:08
1095,-3.3143,18,fell,one_block_gap,14:32:18
1096,-1.4681,14,fell,one_block_gap,14:32:23
1097,-4.7563,8,fell,one_block_gap,14:32:30
1098,-0.6125,12,fell,one_block_gap,14:32:34
1099,-1.632,12,fell,one_block_gap,14:32:40
1100,-3.8698,13,fell,one_block_gap,14:32:44
1101,-3.1737,13,fell,one_block_gap,14:32:50
1102,-3.3936,13,fell,one_block_gap,14:32:54
1103,-1.6184,12,fell,one_block_gap,14:33:01
1104,-3.2966,12,fell,one_block_gap,14:33:05
1105,-3.1489,10,fell,one_block_gap,14:33:10
1106,-3.29,16,fell,one_block_gap,14:33:16
1107,11.5057,15,landed,one_block_gap,14:33:23
1108,-3.1821,13,fell,one_block_gap,14:33:32
1109,-3.2095,16,fell,one_block_gap,14:33:39
1110,11.5051,17,landed,one_block_gap,14:33:45
1111,-3.0442,11,fell,one_block_gap,14:33:53
1112,-3.2415,12,fell,one_block_gap,14:33:59
1113,11.8183,15,landed,one_block_gap,14:34:05
1114,-3.5246,9,fell,one_block_gap,14:34:13
1115,11.847,14,landed,one_block_gap,14:34:19
1116,-0.6316,16,mission_ended,one_block_gap,14:34:30
1117,-0.9381,14,fell,one_block_gap,14:34:36
1118,-3.1255,11,fell,one_block_gap,14:34:39
1119,-3.0367,11,fell,one_block_gap,14:34:45
1120,-3.5968,12,fell,one_block_gap,14:34:49
1121,12.0515,13,landed,one_block_gap,14:34:55
1122,11.968,13,landed,one_block_gap,14:35:05
1123,-3.0085,11,fell,one_block_gap,14:35:11
1124,-4.0916,11,fell,one_block_gap,14:35:15
1125,11.8494,12,landed,one_block_gap,14:35:21
1126,-1.4715,15,fell,one_block_gap,14:35:32
1127,-3.4766,12,fell,one_block_gap,14:35:37
1128,-3.2087,12,fell,one_block_gap,14:35:42
1129,-3.0359,14,fell,one_block_gap,14:35:50
1130,-3.7782,19,fell,one_block_gap,14:35:54
1131,-3.1367,10,fell,one_block_gap,14:36:00
1132,-3.4664,19,fell,one_block_gap,14:36:06
1133,-3.4835,13,fell,one_block_gap,14:36:11
1134,-3.9293,9,fell,one_block_gap,14:36:17
1135,-3.1666,13,fell,one_block_gap,14:36:23
1136,-3.1336,16,fell,one_block_gap,14:36:29
1137,-3.8582,8,fell,one_block_gap,14:36:33
1138,-3.1897,12,fell,one_block_gap,14:36:39
1139,-3.2042,15,fell,one_block_gap,14:36:44
1140,11.5939,14,landed,one_block_gap,14:36:51
1141,-3.6406,15,fell,one_block_gap,14:37:02
1142,-0.4541,9,fell,one_block_gap,14:37:05
1143,-0.4742,12,fell,one_block_gap,14:37:12
1144,-3.2112,15,fell,one_block_gap,14:37:18
1145,11.9976,10,landed,one_block_gap,14:37:25
1146,-2.8922,17,fell,one_block_gap,14:37:38
1147,-2.998,12,fell,one_block_gap,14:37:44
1148,11.8618,13,landed,one_block_gap,14:37:48
1149,-3.4074,11,fell,one_block_gap,14:37:58
1150,-3.5871,11,fell,one_block_gap,14:38:02
1151,-3.1666,13,fell,one_block_gap,14:38:08
1152,11.507,15,landed,one_block_gap,14:38:12
1153,11.5608,14,landed,one_block_gap,14:38:22
1154,-3.242,14,fell,one_block_gap,14:38:26
1155,11.9797,12,landed,one_block_gap,14:38:32
1156,-3.1631,11,fell,one_block_gap,14:38:42
1157,-0.5611,8,fell,one_block_gap,14:38:46
1158,-4.3361,9,fell,one_block_gap,14:38:51
1159,12.0606,15,landed,one_block_gap,14:38:58
1160,-3.7593,15,fell,one_block_gap,14:39:07
1161,-2.974,12,fell,one_block_gap,14:39:13
1162,-3.161,12,fell,one_block_gap,14:39:17
