update,policy_loss,value_loss,entropy,lr,entropy_coef
1,-0.000457,1.250834,0.964965,5e-05,0.009218
2,-0.003059,1.122509,0.993934,4.8e-05,0.008896
3,-0.001383,1.378758,0.982023,4.6e-05,0.008574
