update,policy_loss,value_loss,entropy,lr,entropy_coef
1,-0.018112,7.322094,2.028436,0.000277,0.046241
2,-0.021522,7.391721,1.969794,0.000275,0.045996
3,-0.01874,5.102099,1.937853,0.000274,0.045751
4,-0.021776,5.435899,1.859626,0.000272,0.045485
