episode,reward,steps,outcome,timestamp
1,-5.0631,8,fell,17:10:21
2,-5.0562,9,fell,17:10:26
3,-5.2623,36,fell,17:10:36
4,-5.1352,14,fell,17:10:43
5,-4.9949,12,fell,17:10:49
6,-5.1323,12,fell,17:10:55
7,-5.1655,33,fell,17:11:04
8,-5.0551,10,fell,17:11:10
