episode,reward,steps,outcome,env,timestamp
5950,11.883,11,landed,one_block_gap,18:46:20
5951,11.5451,8,landed,one_block_gap,18:46:24
5952,12.0055,10,landed,one_block_gap,18:46:31
5953,11.5468,8,landed,one_block_gap,18:46:38
5954,11.6495,10,landed,one_block_gap,18:46:46
5955,11.6168,10,landed,one_block_gap,18:46:53
5956,12.1246,10,landed,one_block_gap,18:47:00
5957,11.812,11,landed,one_block_gap,18:47:07
5958,11.5981,10,landed,one_block_gap,18:47:14
5959,11.5945,12,landed,one_block_gap,18:47:21
5960,12.0265,10,landed,one_block_gap,18:47:28
5961,-0.9707,10,fell,one_block_gap,18:47:35
5962,-0.4131,11,fell,one_block_gap,18:47:41
5963,11.7163,7,landed,one_block_gap,18:47:47
5964,11.6452,10,landed,one_block_gap,18:47:54
5965,11.7988,11,landed,one_block_gap,18:48:01
5966,11.6427,10,landed,one_block_gap,18:48:08
5967,11.8913,12,landed,one_block_gap,18:48:16
5968,11.8851,12,landed,one_block_gap,18:48:23
5969,11.6432,10,landed,one_block_gap,18:48:29
5970,11.5981,10,landed,one_block_gap,18:48:36
5971,11.5936,10,landed,one_block_gap,18:48:43
5972,11.6138,10,landed,one_block_gap,18:48:51
5973,11.5362,8,landed,one_block_gap,18:48:57
5974,11.4993,11,landed,one_block_gap,18:49:05
5975,11.6129,10,landed,one_block_gap,18:49:12
5976,11.7351,12,landed,one_block_gap,18:49:19
5977,11.6537,10,landed,one_block_gap,18:49:26
5978,11.6135,10,landed,one_block_gap,18:49:33
5979,12.0618,10,landed,one_block_gap,18:49:40
5980,11.6129,10,landed,one_block_gap,18:49:48
5981,11.6761,11,landed,one_block_gap,18:49:55
5982,11.5362,8,landed,one_block_gap,18:50:01
5983,11.5362,8,landed,one_block_gap,18:50:08
5984,12.0722,10,landed,one_block_gap,18:50:16
5985,11.5644,8,landed,one_block_gap,18:50:22
5986,11.6243,10,landed,one_block_gap,18:50:30
5987,11.6452,10,landed,one_block_gap,18:50:37
5988,12.1442,9,landed,one_block_gap,18:50:44
5989,11.6133,10,landed,one_block_gap,18:50:51
5990,11.5681,8,landed,one_block_gap,18:50:58
5991,11.5451,8,landed,one_block_gap,18:51:05
5992,11.5362,8,landed,one_block_gap,18:51:12
5993,11.5451,8,landed,one_block_gap,18:51:19
5994,11.6531,8,landed,one_block_gap,18:51:26
5995,11.6131,10,landed,one_block_gap,18:51:34
5996,11.5468,8,landed,one_block_gap,18:51:40
5997,11.5285,11,landed,one_block_gap,18:51:48
5998,-0.4156,11,fell,one_block_gap,18:51:54
5999,11.6131,10,landed,one_block_gap,18:52:00
6000,11.6529,10,landed,one_block_gap,18:52:07
6001,11.467,9,landed,one_block_gap,18:52:14
6002,12.1229,11,landed,one_block_gap,18:52:24
6003,11.6366,10,landed,one_block_gap,18:52:29
6004,11.5438,8,landed,one_block_gap,18:52:35
6005,11.6351,10,landed,one_block_gap,18:52:43
6006,11.6317,10,landed,one_block_gap,18:52:50
6007,-2.8061,10,fell,one_block_gap,18:52:57
