update,policy_loss,value_loss,entropy,lr,entropy_coef
1,-0.026217,3.009221,2.170887,0.00026,0.043448
2,-0.014984,4.013798,2.157183,0.000258,0.043168
3,-0.019337,6.032999,2.08501,0.000256,0.042853
4,-0.021056,5.124624,2.082067,0.000254,0.042559
5,-0.017254,5.159868,2.089511,0.000253,0.042286
6,-0.020971,3.835088,2.049569,0.000251,0.04202
7,-0.024166,5.282218,2.019258,0.000249,0.041726
