episode,reward,steps,outcome,env,timestamp
11301,-3.9996,9,fell,three_block_gap,17:50:05
11302,12.8632,11,landed,three_block_gap,17:50:10
11303,12.8604,11,landed,three_block_gap,17:50:17
11304,-2.9363,8,fell,three_block_gap,17:50:24
11305,-3.7762,8,fell,three_block_gap,17:50:29
11306,-3.734,8,fell,three_block_gap,17:50:34
11307,-2.9482,8,fell,three_block_gap,17:50:40
11308,-2.9161,8,fell,three_block_gap,17:50:45
11309,-2.918,8,fell,three_block_gap,17:50:50
11310,-3.4986,8,fell,three_block_gap,17:50:56
11311,-4.0077,10,fell,three_block_gap,17:51:01
11312,-3.7299,8,fell,three_block_gap,17:51:07
11313,-2.9661,8,fell,three_block_gap,17:51:12
11314,-3.0704,6,fell,three_block_gap,17:51:17
11315,-3.0696,6,fell,three_block_gap,17:51:22
11316,-2.9664,8,fell,three_block_gap,17:51:27
11317,-2.9161,8,fell,three_block_gap,17:51:32
11318,-3.7934,8,fell,three_block_gap,17:51:38
11319,12.8632,11,landed,three_block_gap,17:51:44
11320,-3.7646,8,fell,three_block_gap,17:51:50
11321,12.8604,11,landed,three_block_gap,17:51:56
11322,-2.9866,8,fell,three_block_gap,17:52:02
11323,12.8633,11,landed,three_block_gap,17:52:08
11324,-2.9008,8,fell,three_block_gap,17:52:15
11325,-3.9921,8,fell,three_block_gap,17:52:20
11326,-3.3024,8,fell,three_block_gap,17:52:25
11327,12.8604,11,landed,three_block_gap,17:52:31
11328,12.8632,11,landed,three_block_gap,17:52:38
11329,-2.9348,8,fell,three_block_gap,17:52:45
11330,12.8632,11,landed,three_block_gap,17:52:50
11331,12.8632,11,landed,three_block_gap,17:52:58
11332,-3.9861,8,fell,three_block_gap,17:53:04
11333,-2.9624,8,fell,three_block_gap,17:53:09
11334,-2.9336,8,fell,three_block_gap,17:53:15
11335,-2.9108,8,fell,three_block_gap,17:53:20
11336,-2.9314,8,fell,three_block_gap,17:53:25
11337,12.8604,11,landed,three_block_gap,17:53:31
11338,-3.0048,8,fell,three_block_gap,17:53:37
11339,-2.7968,8,fell,three_block_gap,17:53:43
11340,-3.522,8,fell,three_block_gap,17:53:48
11341,-2.7811,5,fell,three_block_gap,17:53:53
11342,-3.7912,8,fell,three_block_gap,17:53:58
11343,-2.948,8,fell,three_block_gap,17:54:03
11344,-3.5528,8,fell,three_block_gap,17:54:09
11345,-2.9045,5,fell,three_block_gap,17:54:14
11346,-2.9188,8,fell,three_block_gap,17:54:19
11347,-3.7378,8,fell,three_block_gap,17:54:24
11348,-3.7197,8,fell,three_block_gap,17:54:29
11349,-3.418,6,fell,three_block_gap,17:54:34
11350,-3.6994,8,fell,three_block_gap,17:54:40
11351,-2.7625,8,fell,three_block_gap,17:54:45
11352,-4.0009,8,fell,three_block_gap,17:54:51
11353,-2.9627,8,fell,three_block_gap,17:54:56
11354,-2.9155,8,fell,three_block_gap,17:55:01
11355,-3.7389,8,fell,three_block_gap,17:55:06
11356,-2.948,8,fell,three_block_gap,17:55:12
11357,12.8604,11,landed,three_block_gap,17:55:17
11358,-3.1436,8,fell,three_block_gap,17:55:24
11359,-3.7933,8,fell,three_block_gap,17:55:29
11360,12.8604,11,landed,three_block_gap,17:55:35
11361,-4.4554,6,fell,three_block_gap,17:55:43
11362,-2.9317,8,fell,three_block_gap,17:55:47
11363,13.2018,12,landed,three_block_gap,17:55:53
11364,-2.9233,10,fell,three_block_gap,17:55:59
11365,-3.7657,8,fell,three_block_gap,17:56:05
11366,-3.7389,8,fell,three_block_gap,17:56:10
11367,12.8604,11,landed,three_block_gap,17:56:16
11368,-2.9348,8,fell,three_block_gap,17:56:22
11369,-2.9653,8,fell,three_block_gap,17:56:28
11370,12.8632,11,landed,three_block_gap,17:56:33
