update,policy_loss,value_loss,entropy,lr,entropy_coef
1,-0.019911,1.427336,2.181056,0.000265,0.044323
2,-0.016488,3.518414,2.224863,0.000264,0.044057
3,-0.023502,2.367949,2.241009,0.000262,0.043777
4,-0.026943,2.102323,2.191362,0.00026,0.043504
