update,policy_loss,value_loss,entropy,lr,entropy_coef
1,-0.000974,1.266372,0.714291,3.8e-05,0.007182
2,-0.002263,1.473848,0.734971,3.6e-05,0.006955
3,-0.000622,1.672072,0.672894,3.5e-05,0.006733
4,-0.002115,1.717045,0.683843,3.4e-05,0.006511
5,-0.000973,1.07558,0.775172,3.2e-05,0.006277
