update,policy_loss,value_loss,entropy,lr,entropy_coef
1,-0.02307,5.648042,1.073584,0.000162,0.027381
2,-0.01345,4.432372,1.020117,0.00016,0.027181
3,-0.008762,3.980507,1.038272,0.000159,0.027004
