episode,reward,steps,outcome,env,timestamp
4549,-0.5193,13,fell,three_block_gap,12:02:52
4550,0.2469,9,fell,three_block_gap,12:02:56
4551,0.308,12,fell,three_block_gap,12:03:02
4552,-0.0784,11,fell,three_block_gap,12:03:08
4553,12.2243,9,landed,three_block_gap,12:03:14
4554,12.9369,10,landed,three_block_gap,12:03:21
4555,0.3634,12,fell,three_block_gap,12:03:28
4556,0.4229,12,fell,three_block_gap,12:03:34
4557,12.9324,10,landed,three_block_gap,12:03:40
4558,-0.2004,12,fell,three_block_gap,12:03:47
4559,-0.5674,11,fell,three_block_gap,12:03:53
4560,0.4538,12,fell,three_block_gap,12:03:59
4561,-0.4317,11,fell,three_block_gap,12:04:05
4562,12.384,9,landed,three_block_gap,12:04:10
4563,-0.2385,9,fell,three_block_gap,12:04:17
4564,0.3935,12,fell,three_block_gap,12:04:23
4565,12.3803,9,landed,three_block_gap,12:04:29
4566,0.2891,12,fell,three_block_gap,12:04:36
4567,12.9324,10,landed,three_block_gap,12:04:42
4568,0.4009,12,fell,three_block_gap,12:04:49
4569,0.4066,9,fell,three_block_gap,12:04:55
4570,0.0696,11,fell,three_block_gap,12:05:01
4571,0.87,12,fell,three_block_gap,12:05:06
4572,12.3803,9,landed,three_block_gap,12:05:12
4573,0.4039,9,fell,three_block_gap,12:05:19
4574,0.4236,12,fell,three_block_gap,12:05:25
4575,0.8303,12,fell,three_block_gap,12:05:31
4576,0.4247,12,fell,three_block_gap,12:05:37
4577,0.3798,12,fell,three_block_gap,12:05:43
4578,-0.3338,12,fell,three_block_gap,12:05:49
4579,-0.18,12,fell,three_block_gap,12:05:55
4580,0.3586,12,fell,three_block_gap,12:06:01
4581,0.0588,12,fell,three_block_gap,12:06:07
4582,0.3186,12,fell,three_block_gap,12:06:13
4583,0.3777,12,fell,three_block_gap,12:06:19
4584,12.913,10,landed,three_block_gap,12:06:25
4585,0.3757,12,fell,three_block_gap,12:06:32
4586,-0.4865,11,fell,three_block_gap,12:06:38
4587,12.9172,10,landed,three_block_gap,12:06:43
4588,-0.5179,11,fell,three_block_gap,12:06:51
4589,0.248,12,fell,three_block_gap,12:06:57
4590,12.3124,9,landed,three_block_gap,12:07:02
4591,0.3927,12,fell,three_block_gap,12:07:10
4592,0.4066,9,fell,three_block_gap,12:07:15
4593,0.4318,12,fell,three_block_gap,12:07:21
4594,12.3124,9,landed,three_block_gap,12:07:27
4595,12.3124,9,landed,three_block_gap,12:07:36
4596,0.1573,9,fell,three_block_gap,12:07:41
4597,12.9324,10,landed,three_block_gap,12:07:47
4598,-0.01,1,mission_ended,three_block_gap,12:07:58
4599,0.2893,12,fell,three_block_gap,12:08:02
4600,0.4287,11,fell,three_block_gap,12:08:08
4601,0.4468,12,fell,three_block_gap,12:08:14
4602,-0.2883,10,fell,three_block_gap,12:08:20
4603,0.3997,12,fell,three_block_gap,12:08:26
4604,0.4387,12,fell,three_block_gap,12:08:32
4605,0.3895,12,fell,three_block_gap,12:08:38
4606,-0.2543,10,fell,three_block_gap,12:08:43
4607,0.3861,12,fell,three_block_gap,12:08:49
4608,12.9324,10,landed,three_block_gap,12:08:55
4609,0.3623,12,fell,three_block_gap,12:09:02
4610,0.4009,12,fell,three_block_gap,12:09:08
4611,0.3255,12,fell,three_block_gap,12:09:14
4612,-0.1821,12,fell,three_block_gap,12:09:20
4613,-0.3558,11,fell,three_block_gap,12:09:26
4614,-0.2046,12,fell,three_block_gap,12:09:32
4615,-0.0444,12,fell,three_block_gap,12:09:38
4616,0.3809,12,fell,three_block_gap,12:09:44
4617,0.4981,9,fell,three_block_gap,12:09:50
