update,policy_loss,value_loss,entropy,lr,entropy_coef
1,-0.00354,1.658356,0.793576,5.9e-05,0.010566
2,-0.004139,1.581146,0.807909,5.7e-05,0.010329
3,-0.002872,1.084355,0.853727,5.6e-05,0.010084
4,-0.001637,1.428776,0.852899,5.4e-05,0.009846
5,-0.003311,1.786986,0.80469,5.3e-05,0.009616
6,-0.004407,1.264312,0.8206,5.1e-05,0.009379
7,-0.003169,1.032872,0.864261,5e-05,0.00913
8,-0.002273,1.39812,0.782812,4.8e-05,0.008897
