episode,reward,steps,outcome,timestamp
1,-5.0211,8,fell,18:29:41
2,-5.1924,22,fell,18:29:48
3,-5.1522,11,fell,18:29:54
4,-5.001,29,fell,18:30:03
5,-4.9179,26,fell,18:30:12
6,-5.2017,24,fell,18:30:20
