# env: bridging
# spawn: 0.5,46.0,1.5
# goal: 0.5,46.0,7.5
episode,step,x,y,z,yaw,pitch,on_ground,action,reward,done,outcome,env
125,13,0.4837,46.0,1.8159,0.0,48.94,0,move_backward,0.0,0,alive,bridging
125,14,0.4951,46.0,1.7363,0.0,48.94,0,sneak_down,0.0,0,alive,bridging
125,15,0.4951,46.0,1.6842,10.44,48.94,0,turn_right,0.0,0,alive,bridging
125,16,0.4951,46.0,1.6842,29.88,48.94,0,sneak_down,0.0,0,alive,bridging
125,17,0.4951,46.0,1.6842,40.32,48.94,0,turn_right,0.0,0,alive,bridging
125,18,0.4951,46.0,1.6842,70.38,48.94,0,turn_right,0.0,0,alive,bridging
125,19,0.4951,46.0,1.6842,89.64,48.94,0,look_down,0.0,0,alive,bridging
125,20,0.4951,46.0,1.6842,89.64,68.74,0,look_down,0.0,0,alive,bridging
125,21,0.4955,46.0,1.6582,89.64,59.74,0,look_up,0.0,0,alive,bridging
125,22,0.4955,46.0,1.6582,100.26,40.12,0,turn_right,0.0,0,alive,bridging
125,23,0.4955,46.0,1.6582,118.26,40.12,0,move_backward,0.0,0,alive,bridging
125,24,0.5655,46.0,1.6959,118.26,40.12,0,look_down,0.0,0,alive,bridging
125,25,0.6115,46.0,1.7206,118.26,40.12,0,turn_right,0.0,0,alive,bridging
125,26,0.6115,46.0,1.7206,118.26,31.12,0,look_up,-0.02,0,alive,bridging
125,27,0.6387,46.0,1.7332,118.26,11.68,0,move_backward,-0.02,0,alive,bridging
125,28,0.7029,46.0,1.7709,127.26,11.68,0,turn_right,-0.02,0,alive,bridging
125,29,0.7423,46.0,1.8041,145.26,11.68,0,look_up,-0.02,0,alive,bridging
125,30,0.7423,46.0,1.8041,155.7,11.68,0,turn_right,-0.02,0,alive,bridging
125,31,0.7423,46.0,1.8041,173.7,1.06,0,look_up,-0.02,0,alive,bridging
125,32,0.7423,46.0,1.8041,173.7,-16.58,0,move_forward,-0.02,0,alive,bridging
125,33,0.7504,46.0,1.7312,173.7,-16.58,0,turn_left,-0.02,0,alive,bridging
125,34,0.72,46.0,1.6065,154.26,-16.58,0,move_backward,-0.02,0,alive,bridging
125,35,0.7437,46.0,1.647,154.26,-16.58,0,place_block,-0.02,0,alive,bridging
125,36,0.7628,46.0,1.6867,154.26,-16.58,0,move_forward,-0.02,0,alive,bridging
125,37,0.7161,46.0,1.6625,154.26,-16.58,0,strafe_left,-0.02,0,alive,bridging
125,38,0.6459,46.0,1.632,154.26,-16.58,0,turn_left,-0.02,0,alive,bridging
125,39,0.6459,46.0,1.632,163.26,-16.58,0,turn_right,-0.02,0,alive,bridging
125,40,0.6459,46.0,1.632,181.26,-6.32,0,look_down,-0.02,0,alive,bridging
125,41,0.6459,46.0,1.632,181.26,11.86,0,look_up,-0.02,0,alive,bridging
125,42,0.6459,46.0,1.632,181.26,11.86,0,look_up,-0.02,0,alive,bridging
125,43,0.6459,46.0,1.632,181.26,11.86,0,place_block,-0.02,0,alive,bridging
125,44,0.6345,46.0,1.6279,190.08,11.86,0,turn_right,-0.02,0,alive,bridging
125,45,0.6345,46.0,1.6279,208.26,11.86,0,look_down,-0.02,0,alive,bridging
125,46,0.6823,46.0,1.6536,208.26,11.86,0,strafe_right,-0.02,0,alive,bridging
125,47,0.6823,46.0,1.6536,208.26,22.3,0,look_down,-0.02,0,alive,bridging
125,48,0.6823,46.0,1.6536,208.26,40.48,0,strafe_left,-0.02,0,alive,bridging
125,49,0.6466,46.0,1.6321,217.26,40.48,0,turn_right,-0.02,0,alive,bridging
125,50,0.6466,46.0,1.6321,245.7,40.48,0,turn_right,-0.02,0,alive,bridging
125,51,0.6466,46.0,1.6321,272.7,40.48,0,turn_right,-0.02,0,alive,bridging
125,52,0.6466,46.0,1.6321,292.14,40.48,0,no_op,-0.02,0,alive,bridging
125,53,0.6466,46.0,1.6321,301.14,40.48,0,turn_right,-0.02,0,alive,bridging
125,54,0.6466,46.0,1.6321,319.14,40.48,0,move_backward,-0.02,0,alive,bridging
125,55,0.6042,46.0,1.5929,319.14,40.48,0,move_forward,-0.02,0,alive,bridging
125,56,0.5764,46.0,1.5608,319.14,40.48,0,move_backward,-0.02,0,alive,bridging
125,57,0.5238,46.0,1.508,319.14,40.48,0,sneak_down,-0.02,0,alive,bridging
125,58,0.4665,46.0,1.4417,319.14,40.48,0,move_backward,-0.02,0,alive,bridging
125,59,0.3933,46.0,1.3571,319.14,40.48,0,sneak_down,-0.02,0,alive,bridging
125,60,0.3427,46.0,1.2987,319.14,40.48,0,turn_right,-0.02,0,alive,bridging
125,61,0.3427,46.0,1.2987,319.14,40.48,0,move_forward,-0.02,0,alive,bridging
125,62,0.3858,46.0,1.3485,319.14,40.48,0,look_down,-0.02,0,alive,bridging
125,63,0.4199,46.0,1.3879,319.14,40.48,0,move_forward,-0.02,0,alive,bridging
125,64,0.5266,46.0,1.5113,319.14,40.48,0,no_op,-0.02,0,alive,bridging
125,65,0.5535,46.0,1.5424,319.14,40.48,0,place_block,-0.02,0,alive,bridging
125,66,0.5535,46.0,1.5424,319.14,40.48,0,turn_right,-0.02,0,alive,bridging
125,67,0.5535,46.0,1.5424,319.14,40.48,0,move_backward,-0.02,0,alive,bridging
125,68,0.5044,46.0,1.4856,319.14,40.48,0,move_backward,-0.02,0,alive,bridging
125,69,0.3696,46.0,1.3334,310.14,40.48,0,turn_left,-0.02,0,alive,bridging
125,70,0.3225,46.0,1.2923,301.14,40.48,0,turn_right,-0.02,0,alive,bridging
125,71,0.3225,46.0,1.2923,319.14,40.48,0,no_op,-0.02,0,alive,bridging
125,72,0.3225,46.0,1.2923,319.14,40.48,0,move_forward,-0.02,0,alive,bridging
125,73,0.3759,46.0,1.3554,319.14,40.48,0,look_down,-0.02,0,alive,bridging
125,74,0.4623,46.0,1.4553,319.14,59.92,0,turn_right,-0.02,0,alive,bridging
125,75,0.4623,46.0,1.4553,319.14,59.92,0,move_backward,-0.02,0,alive,bridging
125,76,0.4421,46.0,1.4319,319.14,59.92,0,move_forward,-0.02,0,alive,bridging
125,77,0.4378,46.0,1.4318,319.14,59.92,0,sneak_down,-0.02,0,alive,bridging
125,78,0.4378,46.0,1.4318,319.14,68.92,0,look_down,-0.02,0,alive,bridging
125,79,0.4378,46.0,1.4318,328.14,88.54,0,turn_right,-0.02,0,alive,bridging
125,80,0.4378,46.0,1.4318,346.14,88.54,0,turn_right,-0.02,0,alive,bridging
125,81,0.4378,46.0,1.4318,346.14,88.54,0,look_down,-0.02,0,alive,bridging
125,82,0.4378,46.0,1.4318,346.14,88.54,0,move_forward,-0.02,0,alive,bridging
125,83,0.4652,46.0,1.5301,346.14,79.54,0,look_up,-0.02,0,alive,bridging
125,84,0.4413,46.0,1.6015,346.14,61.54,0,strafe_right,-0.02,0,alive,bridging
125,85,0.402,46.0,1.6234,346.14,79.54,0,look_down,-0.02,0,alive,bridging
125,86,0.402,46.0,1.6234,346.14,90.0,0,move_backward,-0.02,0,alive,bridging
125,87,0.374,46.0,1.5459,346.14,90.0,0,move_backward,-0.02,0,alive,bridging
125,88,0.3511,46.0,1.4009,355.14,90.0,0,turn_right,-0.02,0,alive,bridging
125,89,0.3499,46.0,1.328,13.14,90.0,0,look_down,-5.0,1,mission_ended,bridging
126,1,0.5,46.0,1.5,0.0,70.0,0,sneak_down,0.0,0,alive,bridging
126,2,0.5,46.0,1.5,0.0,70.0,0,sneak_down,0.0,0,alive,bridging
126,3,0.5,46.0,1.5,10.26,70.0,0,turn_right,0.0,0,alive,bridging
126,4,0.5,46.0,1.5,29.88,59.56,0,look_up,0.0,0,alive,bridging
126,5,0.5,46.0,1.5,29.88,38.68,0,move_forward,0.0,0,alive,bridging
126,6,0.4604,46.0,1.5689,29.88,38.68,0,place_block,0.0207,0,alive,bridging
126,7,0.4344,46.0,1.6142,29.88,38.68,0,move_backward,0.0136,0,alive,bridging
126,8,0.4507,46.0,1.5858,29.88,38.68,0,move_forward,0.0,0,alive,bridging
126,9,0.4507,46.0,1.5858,29.88,38.68,0,place_block,0.0,0,alive,bridging
126,10,0.4266,46.0,1.619,29.88,38.68,0,sneak_down,0.0015,0,alive,bridging
126,11,0.4266,46.0,1.619,29.88,49.48,0,look_down,0.0,0,alive,bridging
126,12,0.4266,46.0,1.619,19.62,68.92,0,turn_left,0.0,0,alive,bridging
126,13,0.4139,46.0,1.6495,0.0,68.92,0,move_forward,0.0092,0,alive,bridging
126,14,0.4139,46.0,1.7291,0.0,68.92,0,move_forward,0.0239,0,alive,bridging
126,15,0.4139,46.0,1.8778,0.0,68.92,0,sneak_down,0.0446,0,alive,bridging
126,16,0.4139,46.0,1.9517,0.0,68.92,0,move_forward,0.0222,0,alive,bridging
126,17,0.4139,46.0,2.0954,0.0,68.92,0,sneak_down,1.0381,0,alive,bridging
126,18,0.4139,46.0,2.1715,0.0,68.92,0,move_backward,0.0178,0,alive,bridging
126,19,0.4139,46.0,2.1285,0.0,68.92,0,move_forward,-0.005,0,alive,bridging
126,20,0.4139,46.0,2.1285,0.0,68.92,0,place_block,-0.005,0,alive,bridging
126,21,0.4139,46.0,2.1674,10.62,68.92,0,turn_right,-0.005,0,alive,bridging
126,22,0.4139,46.0,2.1674,38.88,68.92,0,turn_right,-0.005,0,alive,bridging
126,23,0.4139,46.0,2.1674,58.32,68.92,0,sneak_down,-0.005,0,alive,bridging
126,24,0.4139,46.0,2.1674,58.32,68.92,0,sneak_down,-0.005,0,alive,bridging
126,25,0.4139,46.0,2.1674,58.32,59.92,0,look_up,-0.005,0,alive,bridging
126,26,0.4139,46.0,2.1674,58.32,40.66,0,place_block,-0.005,0,alive,bridging
126,27,0.4136,46.0,2.1971,58.32,31.84,0,look_up,0.0027,0,alive,bridging
126,28,0.4136,46.0,2.1971,58.32,3.22,0,look_up,-0.005,0,alive,bridging
126,29,0.4136,46.0,2.1971,67.5,-16.04,0,turn_right,-0.005,0,alive,bridging
126,30,0.4136,46.0,2.1971,86.94,-16.04,0,place_block,-0.005,0,alive,bridging
126,31,0.4136,46.0,2.1971,86.94,-16.04,0,turn_right,-0.005,0,alive,bridging
126,32,0.4136,46.0,2.1971,86.94,-16.04,0,place_block,-0.005,0,alive,bridging
126,33,0.4136,46.0,2.1971,95.76,-16.04,0,turn_right,-0.005,0,alive,bridging
126,34,0.4136,46.0,2.1971,113.76,-16.04,0,move_backward,-0.005,0,alive,bridging
126,35,0.456,46.0,2.2129,113.76,-16.04,0,sneak_down,-0.0003,0,alive,bridging
126,36,0.5341,46.0,2.2443,113.76,-16.04,0,no_op,0.0044,0,alive,bridging
126,37,0.5341,46.0,2.2443,113.76,-16.04,0,look_up,-0.005,0,alive,bridging
126,38,0.5341,46.0,2.2443,113.76,-16.04,0,move_forward,-0.005,0,alive,bridging
126,39,0.4896,46.0,2.2241,113.76,-16.04,0,move_backward,-0.005,0,alive,bridging
126,40,0.4896,46.0,2.2241,113.76,-16.04,0,sneak_down,-0.005,0,alive,bridging
126,41,0.5153,46.0,2.2421,113.76,-16.04,0,move_forward,-0.005,0,alive,bridging
126,42,0.4824,46.0,2.2295,113.76,-16.04,0,move_backward,-0.005,0,alive,bridging
126,43,0.4824,46.0,2.2295,113.76,-16.04,0,move_backward,-0.005,0,alive,bridging
126,44,0.6212,46.0,2.2964,113.76,-16.04,0,move_backward,0.0106,0,alive,bridging
126,45,0.8419,46.0,2.2964,113.76,-16.04,0,move_backward,-0.005,0,alive,bridging
126,46,1.0128,46.0,2.2964,113.76,-25.04,0,look_up,-0.005,0,alive,bridging
126,47,1.0892,46.0,2.2964,113.76,-43.04,0,move_forward,-0.005,0,alive,bridging
126,48,1.0892,46.0,2.2964,113.76,-43.04,0,place_block,-0.005,0,alive,bridging
126,49,1.0186,46.0,2.2569,113.76,-43.04,0,sneak_down,-0.005,0,alive,bridging
126,50,0.9974,46.0,2.2838,113.76,-43.04,0,strafe_left,-0.005,0,alive,bridging
126,51,0.9974,46.0,2.2838,113.76,-43.04,0,look_down,-0.005,0,alive,bridging
126,52,0.9974,46.0,2.2838,113.76,-43.04,0,no_op,-0.005,0,alive,bridging
126,53,0.9974,46.0,2.2838,113.76,-43.04,0,move_backward,-0.005,0,alive,bridging
126,54,1.098,46.0,2.2987,122.94,-43.04,0,turn_right,-0.0043,0,alive,bridging
126,55,1.1726,46.0,2.2987,140.76,-43.04,0,move_backward,-0.005,0,alive,bridging
126,56,1.2205,46.0,2.2987,140.76,-43.04,0,move_backward,-0.005,0,alive,bridging
126,57,1.283,46.0,2.2987,140.76,-43.04,0,place_block,-0.005,0,alive,bridging
126,58,1.283,46.0,2.2987,140.76,-43.04,0,move_backward,-0.005,0,alive,bridging
126,59,1.283,46.0,2.2987,140.76,-43.04,0,place_block,-0.005,0,alive,bridging
126,60,1.283,46.0,2.2987,140.76,-52.04,0,look_up,-0.005,0,alive,bridging
126,61,1.283,46.0,2.2987,149.76,-70.04,0,turn_right,-0.005,0,alive,bridging
126,62,1.283,46.0,2.2987,167.94,-70.04,0,place_block,-0.005,0,alive,bridging
126,63,1.2957,46.0,2.2987,167.94,-70.04,0,place_block,-0.005,0,alive,bridging
126,64,1.2957,46.0,2.2987,167.94,-70.04,0,turn_right,-0.005,0,alive,bridging
126,65,1.2957,46.0,2.2987,167.94,-70.04,0,sneak_down,-0.005,0,alive,bridging
126,66,1.2957,46.0,2.2987,167.94,-70.04,0,no_op,-0.005,0,alive,bridging
126,67,1.2957,46.0,2.2987,167.94,-70.04,0,look_down,-0.005,0,alive,bridging
126,68,1.2957,46.0,2.2987,167.94,-60.86,0,look_down,-0.005,0,alive,bridging
126,69,1.2957,46.0,2.2987,167.94,-43.04,0,no_op,-0.005,0,alive,bridging
126,70,1.2957,46.0,2.2987,167.94,-43.04,0,move_forward,-0.025,0,alive,bridging
126,71,1.2828,46.0,2.2161,167.94,-43.04,0,move_forward,-0.025,0,alive,bridging
126,72,1.2353,46.0,2.0768,167.94,-43.04,0,strafe_left,-0.025,0,alive,bridging
126,73,1.1567,46.0,1.9566,167.94,-43.04,0,move_forward,-0.02,0,alive,bridging
126,74,1.1228,46.0,1.8198,167.94,-43.04,0,place_block,-0.02,0,alive,bridging
126,75,1.1068,46.0,1.7482,167.94,-43.04,0,sneak_down,-0.02,0,alive,bridging
126,76,1.1027,46.0,1.7133,167.94,-43.04,0,place_block,-0.02,0,alive,bridging
126,77,1.1027,46.0,1.7133,167.94,-43.04,0,move_backward,-0.02,0,alive,bridging
126,78,1.1146,46.0,1.788,167.94,-43.04,0,look_up,-0.02,0,alive,bridging
126,79,1.1183,46.0,1.839,167.94,-43.04,0,look_up,-0.02,0,alive,bridging
126,80,1.1197,46.0,1.8692,167.94,-43.04,0,move_backward,-0.02,0,alive,bridging
126,81,1.1306,46.0,1.9422,167.94,-52.04,0,look_up,-0.02,0,alive,bridging
126,82,1.1343,46.0,1.9932,167.94,-70.04,0,place_block,-0.02,0,alive,bridging
126,83,1.1343,46.0,1.9932,167.94,-70.04,0,place_block,-0.02,0,alive,bridging
126,84,1.1343,46.0,1.9932,167.94,-70.04,0,strafe_left,-0.02,0,alive,bridging
126,85,1.0683,46.0,2.03,167.94,-70.04,0,sneak_down,-0.025,0,alive,bridging
126,86,1.0683,46.0,2.03,167.94,-70.04,0,look_up,-0.025,0,alive,bridging
126,87,1.0683,46.0,2.03,167.94,-90.0,0,place_block,-0.025,0,alive,bridging
126,88,1.0683,46.0,2.03,167.94,-90.0,0,no_op,-0.025,0,alive,bridging
126,89,1.0683,46.0,2.03,167.94,-90.0,0,sneak_down,-0.025,0,alive,bridging
126,90,1.0683,46.0,2.03,167.94,-90.0,0,look_down,-4.5829,1,mission_ended,bridging
127,1,0.5,46.0,1.5,0.0,80.44,0,look_down,-0.01,0,alive,bridging
127,2,0.5,46.0,1.5,0.0,90.0,0,place_block,-0.01,0,alive,bridging
127,3,0.5,46.0,1.5,0.0,90.0,0,sneak_down,0.0,0,alive,bridging
127,4,0.5,46.0,1.5,0.0,90.0,0,move_forward,0.0,0,alive,bridging
127,5,0.5,46.0,1.536,0.0,90.0,0,turn_right,0.0108,0,alive,bridging
127,6,0.4969,46.0,1.5737,21.06,90.0,0,sneak_down,0.0113,0,alive,bridging
127,7,0.4969,46.0,1.5737,21.06,90.0,0,turn_right,0.0,0,alive,bridging
127,8,0.4969,46.0,1.5737,50.94,90.0,0,turn_right,0.0,0,alive,bridging
127,9,0.4969,46.0,1.5737,70.56,90.0,0,move_backward,0.0,0,alive,bridging
127,10,0.5719,46.0,1.5553,70.56,90.0,0,turn_right,0.0,0,alive,bridging
127,11,0.6211,46.0,1.539,70.56,90.0,0,move_forward,0.0,0,alive,bridging
127,12,0.6211,46.0,1.539,70.56,90.0,0,sneak_down,0.0,0,alive,bridging
127,13,0.5431,46.0,1.569,70.56,90.0,0,strafe_left,0.0,0,alive,bridging
127,14,0.5438,46.0,1.6407,61.56,90.0,0,turn_left,0.0201,0,alive,bridging
127,15,0.5438,46.0,1.6407,51.12,90.0,0,turn_right,0.0,0,alive,bridging
127,16,0.5438,46.0,1.6407,72.18,90.0,0,no_op,0.0,0,alive,bridging
127,17,0.5438,46.0,1.6407,72.18,90.0,0,no_op,0.0,0,alive,bridging
127,18,0.5438,46.0,1.6407,82.8,90.0,0,turn_right,0.0,0,alive,bridging
127,19,0.5438,46.0,1.6407,102.24,90.0,0,move_backward,0.0,0,alive,bridging
127,20,0.6215,46.0,1.6647,102.24,79.38,0,look_up,0.0072,0,alive,bridging
127,21,0.6725,46.0,1.6684,102.24,61.38,0,place_block,0.0011,0,alive,bridging
127,22,0.6725,46.0,1.6684,102.24,61.38,0,no_op,0.0,0,alive,bridging
127,23,0.6725,46.0,1.6684,111.42,61.38,0,turn_right,0.0,0,alive,bridging
127,24,0.6725,46.0,1.6684,130.86,61.38,0,look_down,0.0,0,alive,bridging
127,25,0.6725,46.0,1.6684,139.5,61.38,0,turn_right,0.0,0,alive,bridging
127,26,0.7042,46.0,1.6857,159.3,61.38,0,move_backward,0.0052,0,alive,bridging
127,27,0.7423,46.0,1.7986,159.3,61.38,0,move_backward,0.0339,0,alive,bridging
127,28,0.8016,46.0,1.9577,159.3,61.38,0,turn_right,0.0477,0,alive,bridging
127,29,0.8297,46.0,2.0323,168.3,61.38,0,turn_right,1.0174,0,alive,bridging
127,30,0.8405,46.0,2.0627,187.74,61.38,0,move_forward,0.0041,0,alive,bridging
127,31,0.8488,46.0,1.988,187.74,61.38,0,move_forward,0.0,0,alive,bridging
127,32,0.8589,46.0,1.8407,187.74,61.38,0,turn_left,0.0,0,alive,bridging
127,33,0.8619,46.0,1.7674,187.74,61.38,0,place_block,0.0,0,alive,bridging
127,34,0.8622,46.0,1.7319,187.74,61.38,0,place_block,0.0,0,alive,bridging
127,35,0.8622,46.0,1.7319,187.74,61.38,0,move_backward,0.0,0,alive,bridging
127,36,0.8539,46.0,1.8124,187.74,61.38,0,move_backward,0.0,0,alive,bridging
127,37,0.8394,46.0,2.0228,187.74,61.38,0,move_backward,-0.005,0,alive,bridging
127,38,0.8316,46.0,2.1449,187.74,61.38,0,no_op,0.0197,0,alive,bridging
127,39,0.8251,46.0,2.2845,196.74,61.38,0,turn_right,0.0369,0,alive,bridging
127,40,0.8251,46.0,2.2845,216.18,61.38,0,move_forward,-0.005,0,alive,bridging
127,41,0.8516,46.0,2.2621,216.18,61.38,0,move_backward,-0.005,0,alive,bridging
127,42,0.8767,46.0,2.2278,216.18,61.38,0,turn_left,-0.005,0,alive,bridging
127,43,0.8555,46.0,2.2619,216.18,61.38,0,move_backward,-0.005,0,alive,bridging
127,44,0.7815,46.0,2.2862,216.18,61.38,0,place_block,-0.0045,0,alive,bridging
127,45,0.7475,46.0,2.2862,216.18,61.38,0,move_backward,-0.005,0,alive,bridging
127,46,0.6696,46.0,2.2862,216.18,61.38,0,turn_right,-0.005,0,alive,bridging
127,47,0.634,46.0,2.2862,216.18,61.38,0,move_backward,-0.005,0,alive,bridging
127,48,0.5551,46.0,2.2862,216.18,61.38,0,place_block,-0.005,0,alive,bridging
127,49,0.4876,46.0,2.2862,216.18,61.38,0,move_backward,-0.005,0,alive,bridging
127,50,0.4357,46.0,2.2862,216.18,70.56,0,look_down,-0.005,0,alive,bridging
127,51,0.3817,46.0,2.2862,216.18,88.38,0,turn_right,-0.005,0,alive,bridging
127,52,0.3461,46.0,2.2947,216.18,88.38,0,move_backward,-0.0025,0,alive,bridging
127,53,0.3154,46.0,2.2993,216.18,88.38,0,place_block,-0.0036,0,alive,bridging
127,54,0.2782,46.0,2.2993,216.18,88.38,0,look_down,-0.005,0,alive,bridging
127,55,0.2782,46.0,2.2993,216.18,88.38,0,look_up,-0.005,0,alive,bridging
127,56,0.2782,46.0,2.2993,225.18,88.38,0,turn_right,-0.005,0,alive,bridging
127,57,0.2782,46.0,2.2993,244.62,88.38,0,sneak_down,-0.005,0,alive,bridging
127,58,0.2782,46.0,2.2993,244.62,79.2,0,look_up,-0.005,0,alive,bridging
127,59,0.2782,46.0,2.2993,244.62,61.38,0,strafe_right,-0.005,0,alive,bridging
127,60,0.2824,46.0,2.2993,244.62,52.56,0,look_up,-0.005,0,alive,bridging
127,61,0.2824,46.0,2.2993,244.62,34.56,0,move_backward,-0.005,0,alive,bridging
127,62,0.2443,46.0,2.2993,244.62,34.56,0,sneak_down,-0.005,0,alive,bridging
127,63,0.1544,46.0,2.2993,255.24,34.56,0,turn_right,-0.005,0,alive,bridging
127,64,0.1544,46.0,2.2993,273.24,16.56,0,look_up,-0.005,0,alive,bridging
127,65,0.1544,46.0,2.2993,282.24,-1.44,0,turn_right,-0.005,0,alive,bridging
127,66,0.1544,46.0,2.2993,309.24,-1.44,0,turn_right,-0.005,0,alive,bridging
127,67,0.1544,46.0,2.2993,327.24,-1.44,0,place_block,-0.005,0,alive,bridging
127,68,0.1544,46.0,2.2993,327.24,-1.44,0,move_backward,-0.005,0,alive,bridging
127,69,0.1005,46.0,2.2324,327.24,-1.44,0,place_block,-0.025,0,alive,bridging
127,70,0.0723,46.0,2.1886,327.24,-1.44,0,no_op,-0.025,0,alive,bridging
127,71,0.0357,46.0,2.1826,327.24,-1.44,0,strafe_right,-0.025,0,alive,bridging
127,72,0.0012,46.0,2.2048,327.24,-1.44,0,place_block,-0.025,0,alive,bridging
127,73,0.0012,46.0,2.2048,327.24,-1.44,0,move_backward,-0.025,0,alive,bridging
127,74,-0.0534,46.0,2.1428,327.24,-1.44,0,turn_right,-0.025,0,alive,bridging
127,75,-0.0816,46.0,2.0989,327.24,-1.44,0,sneak_down,-0.025,0,alive,bridging
127,76,-0.0816,46.0,2.0989,327.24,-1.44,0,turn_right,-0.025,0,alive,bridging
127,77,-0.0816,46.0,2.0989,327.24,-1.44,0,no_op,-0.025,0,alive,bridging
127,78,-0.0816,46.0,2.0989,327.24,-1.44,0,turn_right,-0.025,0,alive,bridging
127,79,-0.1031,46.0,2.0619,327.24,-1.44,0,move_backward,-0.025,0,alive,bridging
127,80,-0.1684,46.0,1.9604,327.24,-1.44,0,move_backward,-0.02,0,alive,bridging
127,81,-0.2605,46.0,1.8174,327.24,-1.44,0,turn_right,-0.02,0,alive,bridging
127,82,-0.2856,46.0,1.7253,327.24,-1.44,0,move_backward,-0.02,0,alive,bridging
127,83,-0.2856,46.0,1.5957,327.24,-1.44,0,sneak_down,-0.02,0,alive,bridging
127,84,-0.2998,46.0,1.5597,327.24,-1.44,0,move_backward,-0.02,0,alive,bridging
127,85,-0.2998,46.0,1.466,336.42,-1.44,0,turn_right,-0.02,0,alive,bridging
127,86,-0.2998,46.0,1.4144,354.24,-1.44,0,move_forward,-0.02,0,alive,bridging
127,87,-0.2948,46.0,1.4566,354.24,-1.44,0,move_forward,-0.02,0,alive,bridging
127,88,-0.287,46.0,1.6004,354.24,-1.44,0,move_forward,-0.02,0,alive,bridging
127,89,-0.2791,46.0,1.7995,354.24,-1.44,0,move_backward,-0.02,0,alive,bridging
127,90,-0.2791,46.0,1.7995,354.24,-1.44,0,turn_left,-4.7946,1,mission_ended,bridging
128,1,0.5,46.0,1.5,0.0,70.0,0,no_op,-0.01,0,alive,bridging
128,2,0.5,46.0,1.5,0.0,70.0,0,strafe_right,-0.01,0,alive,bridging
128,3,0.1678,46.0,1.5,11.88,70.0,0,turn_right,-0.01,0,alive,bridging
128,4,0.0756,46.0,1.5137,32.94,70.0,0,move_forward,-0.0059,0,alive,bridging
128,5,-0.0062,46.0,1.7766,32.94,70.0,0,strafe_left,0.0689,0,alive,bridging
128,6,0.1647,46.0,2.087,32.94,70.0,0,strafe_right,1.0831,0,alive,bridging
128,7,-0.0142,46.0,2.0738,32.94,59.2,0,look_up,-0.01,0,alive,bridging
128,8,-0.0434,46.0,2.0642,32.94,38.32,0,sneak_down,-0.005,0,alive,bridging
128,9,-0.0434,46.0,2.0642,32.94,38.32,0,place_block,-0.005,0,alive,bridging
128,10,-0.0434,46.0,2.0642,22.32,38.32,0,turn_left,-0.005,0,alive,bridging
128,11,-0.0434,46.0,2.0642,1.26,48.58,0,look_down,-0.005,0,alive,bridging
128,12,-0.0434,46.0,2.0642,1.26,68.02,0,look_down,-0.005,0,alive,bridging
128,13,-0.0434,46.0,2.0642,1.26,68.02,0,turn_right,-0.005,0,alive,bridging
128,14,-0.0434,46.0,2.0642,1.26,68.02,0,turn_right,-0.005,0,alive,bridging
128,15,-0.0728,46.0,2.0589,1.26,68.02,0,sneak_down,-0.005,0,alive,bridging
128,16,-0.0728,46.0,2.0589,1.26,68.02,0,move_forward,-0.005,0,alive,bridging
128,17,-0.0736,46.0,2.1052,1.26,68.02,0,move_forward,0.0005,0,alive,bridging
128,18,-0.0756,46.0,2.2817,1.26,68.02,0,move_forward,0.0479,0,alive,bridging
128,19,-0.0756,46.0,2.2817,1.26,68.02,0,move_backward,-0.005,0,alive,bridging
128,20,-0.0756,46.0,2.2817,-9.0,68.02,0,turn_left,-0.005,0,alive,bridging
128,21,-0.0828,46.0,2.2524,-28.8,68.02,0,look_down,-0.005,0,alive,bridging
128,22,-0.0828,46.0,2.2524,-28.8,57.58,0,look_up,-0.005,0,alive,bridging
128,23,-0.0828,46.0,2.2524,-28.8,37.96,0,no_op,-0.005,0,alive,bridging
128,24,-0.0828,46.0,2.2524,-28.8,37.96,0,strafe_right,-0.005,0,alive,bridging
128,25,-0.131,46.0,2.2678,-19.62,37.96,0,turn_right,-0.005,0,alive,bridging
128,26,-0.131,46.0,2.2678,-0.36,37.96,0,look_down,-0.005,0,alive,bridging
128,27,-0.131,46.0,2.2678,8.64,57.4,0,turn_right,-0.005,0,alive,bridging
128,28,-0.131,46.0,2.2678,27.9,57.4,0,turn_right,-0.005,0,alive,bridging
128,29,-0.131,46.0,2.2678,38.52,57.4,0,turn_right,-0.005,0,alive,bridging
128,30,-0.131,46.0,2.2678,56.52,57.4,0,turn_right,-0.005,0,alive,bridging
128,31,-0.153,46.0,2.2779,56.52,57.4,0,place_block,-0.005,0,alive,bridging
128,32,-0.153,46.0,2.2779,56.52,57.4,0,move_forward,-0.005,0,alive,bridging
128,33,-0.1916,46.0,2.2878,56.52,57.4,0,move_backward,-0.0032,0,alive,bridging
128,34,-0.227,46.0,2.2956,56.52,57.4,0,look_up,-0.0027,0,alive,bridging
128,35,-0.1918,46.0,2.2758,65.52,57.4,0,turn_right,-0.005,0,alive,bridging
128,36,-0.1918,46.0,2.2758,93.96,57.4,0,turn_right,-0.005,0,alive,bridging
128,37,-0.1918,46.0,2.2758,113.4,57.4,0,look_down,-0.005,0,alive,bridging
128,38,-0.1918,46.0,2.2758,113.4,57.4,0,place_block,-0.005,0,alive,bridging
128,39,-0.1918,46.0,2.2758,113.4,57.4,0,strafe_left,-0.005,0,alive,bridging
